income_k,debt_ratio,credit_score,employment_years,existing_loans,home_ownership,marital_status,application_channel,approved
18.6,0.02,694.0,3.1,1,rent,single,branch,approved
22.32,0.324,590.0,3.0,0,rent,married,branch,approved
16.82,0.435,585.0,1.2,3,own,single,web,approved
12.57,0.154,713.0,3.4,1,own,single,web,approved
33.39,0.221,658.0,1.3,2,rent,single,branch,approved
17.95,0.457,632.0,9.1,3,mortgage,married,branch,approved
22.07,0.32,598.0,0.6,0,rent,married,web,approved
11.78,0.474,583.0,9.1,0,mortgage,married,web,approved
4.98,0.83,560.0,11.8,2,rent,single,web,approved
19.21,0.531,738.0,7.2,0,rent,married,branch,approved
13.51,0.381,653.0,2.4,3,own,single,web,rejected
5.29,0.551,634.0,0.5,2,own,married,web,rejected
19.08,0.463,471.0,6.7,0,rent,single,web,approved
17.96,0.187,648.0,4.5,1,mortgage,single,web,approved
25.92,0.266,700.0,1.7,0,mortgage,single,web,approved
29.75,0.128,752.0,12.5,0,rent,married,partner,approved
5.77,0.432,754.0,14.8,2,mortgage,single,branch,approved
30.82,0.464,669.0,11.5,2,mortgage,single,partner,approved
24.22,0.414,529.0,5.1,2,own,married,web,approved
11.67,0.339,710.0,0.0,1,mortgage,married,web,approved
38.2,0.566,589.0,6.7,0,rent,single,web,approved
31.66,0.3,518.0,11.6,2,rent,single,partner,approved
18.42,0.634,657.0,6.1,3,mortgage,married,web,approved
18.03,0.325,694.0,3.6,1,rent,single,branch,approved
7.23,0.539,671.0,3.3,0,mortgage,married,web,approved
12.63,0.131,698.0,4.4,1,mortgage,married,branch,approved
28.35,0.324,702.0,8.7,1,rent,single,partner,approved
24.97,0.248,548.0,3.0,2,rent,married,branch,approved
27.39,0.678,683.0,8.6,3,rent,single,branch,approved
24.24,0.407,631.0,3.9,2,mortgage,single,partner,approved
3.0,0.41,617.0,2.5,2,own,single,partner,rejected
22.38,0.442,634.0,5.4,2,mortgage,married,web,approved
8.74,0.296,639.0,0.0,3,mortgage,married,branch,rejected
7.89,0.194,518.0,5.1,3,own,single,branch,approved
8.68,0.457,702.0,8.5,0,own,married,branch,approved
23.16,0.02,538.0,8.3,1,mortgage,married,branch,approved
25.96,0.415,712.0,10.3,2,rent,married,partner,approved
19.69,0.422,621.0,0.0,1,rent,single,branch,approved
33.07,0.368,648.0,9.9,2,rent,single,branch,approved
22.23,0.042,744.0,8.1,0,rent,married,web,approved
19.36,0.564,498.0,4.0,1,mortgage,married,branch,approved
20.21,0.401,820.0,4.2,0,rent,married,web,approved
24.62,0.427,712.0,4.1,1,rent,single,web,approved
16.55,0.334,734.0,10.9,2,mortgage,married,branch,approved
24.68,0.308,648.0,2.9,2,rent,single,web,approved
17.53,0.463,731.0,9.7,2,rent,married,web,approved
9.27,0.152,629.0,7.6,0,mortgage,single,web,rejected
22.99,0.442,706.0,0.0,1,rent,single,partner,approved
25.87,0.227,593.0,6.3,3,rent,single,partner,approved
25.19,0.335,605.0,13.3,2,mortgage,married,web,approved
13.28,0.433,595.0,0.0,1,rent,married,branch,approved
23.55,0.465,790.0,8.2,1,mortgage,married,web,approved
24.11,0.339,568.0,9.2,1,rent,single,web,approved
23.71,0.517,627.0,9.5,3,mortgage,single,web,approved
12.93,0.389,512.0,0.2,2,mortgage,single,web,approved
22.78,0.405,633.0,6.7,3,own,single,branch,approved
14.17,0.499,648.0,7.7,1,mortgage,married,web,approved
9.67,0.688,552.0,2.5,1,mortgage,single,partner,approved
21.84,0.274,608.0,6.6,0,mortgage,married,web,approved
23.74,0.458,635.0,0.0,2,own,married,branch,approved
5.4,0.305,582.0,7.9,1,rent,married,web,approved
15.52,0.589,685.0,5.7,1,rent,single,branch,approved
20.78,0.315,615.0,5.0,1,rent,married,branch,approved
8.98,0.368,643.0,6.6,1,mortgage,married,web,approved
25.01,0.42,650.0,5.3,2,own,married,branch,approved
19.45,0.311,608.0,6.5,1,mortgage,married,branch,rejected
30.43,0.255,567.0,8.6,1,mortgage,single,branch,approved
5.95,0.16,751.0,6.4,0,own,single,partner,approved
29.6,0.698,806.0,6.0,3,rent,single,web,approved
33.53,0.34,557.0,2.0,0,own,married,branch,approved
20.45,0.02,718.0,2.4,0,rent,married,branch,approved
24.29,0.276,673.0,0.0,2,rent,single,partner,approved
28.88,0.221,537.0,7.1,1,mortgage,married,branch,approved
19.12,0.173,605.0,14.3,2,rent,single,web,approved
31.03,0.324,741.0,2.5,0,mortgage,single,branch,approved
18.16,0.323,605.0,4.3,0,mortgage,married,web,approved
3.0,0.462,468.0,3.3,0,mortgage,married,web,approved
25.91,0.588,644.0,0.0,1,rent,married,web,rejected
11.84,0.36,792.0,3.1,0,rent,single,web,approved
13.44,0.239,698.0,3.6,0,rent,married,branch,approved
27.52,0.56,686.0,8.2,4,rent,married,partner,approved
21.92,0.27,619.0,10.1,2,rent,married,web,rejected
31.81,0.33,652.0,9.8,0,own,married,web,approved
24.23,0.264,700.0,4.5,1,rent,single,branch,approved
24.1,0.182,625.0,7.6,1,rent,single,branch,approved
25.6,0.352,689.0,6.4,2,rent,married,web,approved
22.59,0.138,556.0,9.6,0,mortgage,single,partner,approved
31.87,0.121,622.0,9.4,4,mortgage,married,web,approved
17.47,0.306,573.0,0.0,0,mortgage,married,web,approved
15.76,0.306,692.0,0.6,1,rent,married,web,approved
23.58,0.081,552.0,5.4,3,rent,single,web,approved
30.85,0.435,563.0,4.9,2,mortgage,married,branch,rejected
18.7,0.509,573.0,2.1,3,rent,single,web,approved
22.06,0.308,621.0,11.4,1,mortgage,married,partner,approved
29.18,0.57,663.0,11.3,2,rent,married,branch,approved
15.97,0.15,707.0,6.7,0,mortgage,married,branch,approved
20.45,0.511,804.0,7.7,0,mortgage,married,branch,approved
24.67,0.345,498.0,3.2,1,rent,single,web,rejected
25.77,0.389,793.0,2.9,0,rent,single,web,approved
20.2,0.493,570.0,1.0,1,rent,single,web,rejected
15.69,0.444,534.0,6.1,1,rent,married,branch,rejected
23.65,0.157,623.0,5.6,0,rent,single,branch,approved
20.52,0.272,667.0,0.8,0,mortgage,single,web,approved
14.43,0.543,584.0,2.1,4,own,married,web,approved
24.94,0.288,689.0,4.9,2,mortgage,married,web,approved
26.76,0.682,599.0,4.2,0,mortgage,married,branch,approved
24.41,0.38,620.0,0.3,3,rent,single,web,approved
22.14,0.267,686.0,10.0,3,mortgage,single,partner,approved
13.49,0.215,598.0,3.5,0,rent,married,web,approved
25.87,0.509,627.0,6.0,1,own,single,web,rejected
10.2,0.529,662.0,1.6,2,rent,married,branch,approved
15.51,0.109,656.0,13.1,3,mortgage,married,web,approved
20.15,0.388,552.0,4.9,0,rent,single,web,rejected
24.73,0.315,535.0,2.7,3,rent,married,branch,approved
18.15,0.299,659.0,9.2,1,rent,single,web,approved
12.23,0.439,635.0,8.4,1,mortgage,married,branch,approved
19.75,0.503,646.0,6.4,1,mortgage,single,partner,approved
32.81,0.398,748.0,2.6,0,mortgage,single,web,approved
21.62,0.215,567.0,5.6,1,rent,married,partner,approved
9.15,0.44,734.0,13.3,3,rent,single,branch,approved
18.76,0.349,616.0,8.1,2,mortgage,single,partner,approved
18.84,0.523,614.0,0.0,0,rent,single,web,approved
21.09,0.318,582.0,12.2,3,mortgage,married,web,approved
16.37,0.02,588.0,6.6,2,own,married,branch,approved
18.99,0.513,585.0,1.0,2,rent,single,partner,approved
23.93,0.245,679.0,7.7,2,mortgage,single,web,approved
23.11,0.204,758.0,9.9,1,rent,married,web,approved
22.37,0.325,622.0,3.4,2,rent,single,web,approved
3.73,0.349,665.0,0.3,0,rent,single,web,approved
15.75,0.144,697.0,6.3,2,rent,married,branch,approved
14.96,0.538,698.0,4.8,2,mortgage,married,web,approved
25.21,0.615,604.0,5.8,0,mortgage,married,web,approved
31.67,0.348,681.0,5.6,1,rent,married,branch,approved
20.37,0.433,677.0,4.4,0,rent,single,web,approved
24.83,0.19,733.0,12.9,1,mortgage,married,branch,approved
20.57,0.318,580.0,0.3,1,rent,married,partner,rejected
37.66,0.306,612.0,6.2,1,rent,single,partner,approved
12.71,0.322,617.0,8.8,0,mortgage,single,branch,approved
34.89,0.286,653.0,5.1,3,mortgage,single,web,approved
19.62,0.351,696.0,6.4,1,rent,single,branch,approved
23.69,0.211,631.0,8.1,1,mortgage,married,partner,approved
11.45,0.377,605.0,6.7,0,mortgage,single,partner,approved
21.28,0.405,584.0,15.1,1,rent,single,web,rejected
17.93,0.123,651.0,12.8,0,own,married,web,approved
26.49,0.273,788.0,7.3,1,rent,single,branch,approved
24.73,0.314,667.0,7.3,1,rent,single,branch,approved
6.23,0.386,618.0,3.8,0,own,single,web,approved
11.98,0.331,521.0,5.8,2,rent,married,branch,rejected
21.91,0.542,659.0,4.5,3,rent,single,partner,approved
36.96,0.466,623.0,7.4,2,mortgage,married,branch,approved
16.81,0.281,751.0,10.7,1,mortgage,single,partner,approved
22.41,0.369,620.0,1.5,0,mortgage,married,web,approved
17.64,0.142,767.0,4.3,3,own,married,branch,approved
21.08,0.3,705.0,0.0,1,mortgage,married,web,approved
23.48,0.255,654.0,15.1,2,rent,single,web,approved
15.97,0.328,593.0,5.8,2,rent,married,web,approved
15.65,0.286,521.0,6.7,1,rent,single,web,approved
14.81,0.507,548.0,10.0,1,mortgage,single,branch,approved
10.48,0.02,610.0,8.1,2,own,single,web,approved
24.43,0.136,667.0,8.3,0,mortgage,married,partner,approved
25.54,0.558,665.0,7.9,0,own,married,web,approved
9.66,0.38,742.0,4.9,0,mortgage,married,branch,approved
23.47,0.343,754.0,6.5,3,mortgage,married,branch,approved
26.28,0.426,472.0,6.0,0,rent,single,partner,approved
28.68,0.399,648.0,5.1,2,rent,married,web,approved
19.9,0.254,709.0,0.0,2,mortgage,single,branch,approved
15.1,0.399,631.0,3.5,1,mortgage,married,partner,approved
20.67,0.336,664.0,9.8,0,rent,single,branch,approved
8.29,0.313,663.0,8.7,1,own,single,web,approved
11.25,0.02,698.0,6.0,2,rent,single,branch,approved
29.39,0.257,691.0,6.8,3,mortgage,married,web,approved
18.84,0.299,598.0,5.2,2,rent,single,web,approved
32.82,0.333,779.0,10.2,1,rent,married,branch,approved
24.14,0.363,544.0,8.0,2,own,married,branch,approved
8.17,0.399,650.0,2.7,0,rent,single,branch,approved
21.61,0.41,657.0,5.4,0,rent,single,branch,approved
26.85,0.128,649.0,6.7,2,rent,married,branch,approved
19.94,0.02,627.0,1.0,3,rent,single,partner,approved
36.9,0.278,599.0,3.9,0,rent,married,partner,approved
21.62,0.532,641.0,4.6,3,mortgage,single,web,rejected
20.67,0.114,539.0,6.5,1,mortgage,single,web,approved
18.75,0.226,795.0,2.9,3,rent,married,partner,approved
37.54,0.53,791.0,7.3,1,mortgage,single,branch,approved
8.27,0.246,638.0,0.0,1,rent,single,web,approved
28.26,0.644,551.0,12.2,1,rent,married,web,approved
7.04,0.293,661.0,9.0,1,mortgage,married,web,approved
6.13,0.352,755.0,12.1,5,rent,married,web,approved
15.72,0.283,676.0,1.8,1,rent,married,web,approved
24.02,0.214,576.0,5.3,3,mortgage,single,web,rejected
32.74,0.202,570.0,11.1,1,own,single,web,approved
20.36,0.44,661.0,5.4,0,rent,married,branch,rejected
24.04,0.369,809.0,0.0,0,own,single,web,approved
14.92,0.374,719.0,3.9,1,rent,married,partner,approved
20.71,0.632,612.0,7.6,2,rent,single,web,approved
19.95,0.294,741.0,1.6,2,mortgage,single,branch,approved
12.69,0.261,580.0,16.9,1,rent,married,branch,approved
25.42,0.509,722.0,3.8,2,mortgage,married,branch,approved
26.92,0.328,593.0,5.7,5,mortgage,married,web,rejected
19.31,0.504,709.0,8.6,2,mortgage,married,web,approved
11.33,0.78,662.0,7.9,1,rent,single,partner,approved
24.99,0.307,613.0,0.0,6,rent,single,branch,approved
25.68,0.129,779.0,3.1,1,own,married,web,approved
19.4,0.168,708.0,2.0,1,rent,married,partner,approved
16.86,0.427,666.0,3.3,3,rent,single,partner,approved
26.4,0.179,820.0,6.2,0,mortgage,single,branch,approved
17.92,0.368,455.0,4.6,0,rent,married,web,approved
3.0,0.527,567.0,0.0,2,own,single,web,rejected
17.95,0.404,737.0,13.9,1,rent,married,branch,approved
12.36,0.54,695.0,8.0,2,mortgage,married,branch,approved
19.67,0.472,622.0,0.0,1,rent,single,web,approved
31.58,0.474,599.0,5.5,3,rent,single,web,approved
22.46,0.332,755.0,5.0,2,mortgage,single,web,approved
10.9,0.02,584.0,7.4,0,rent,married,web,approved
21.82,0.02,672.0,8.8,0,rent,single,web,approved
25.96,0.581,523.0,4.6,1,rent,single,web,approved
28.47,0.549,679.0,11.1,2,rent,married,web,approved
18.86,0.269,645.0,6.7,2,own,married,branch,approved
26.65,0.405,612.0,11.9,3,rent,single,partner,approved
10.65,0.181,558.0,0.0,1,own,single,branch,approved
17.88,0.442,635.0,6.2,1,own,single,branch,approved
17.79,0.398,529.0,7.0,2,own,single,web,approved
31.31,0.282,649.0,0.0,1,rent,single,web,approved
25.24,0.305,537.0,10.5,4,mortgage,single,web,approved
13.82,0.415,726.0,7.5,0,rent,single,web,approved
20.23,0.106,604.0,1.2,2,rent,single,web,approved
14.31,0.23,668.0,3.9,2,rent,single,web,approved
27.43,0.239,678.0,6.1,0,rent,married,partner,approved
18.3,0.023,609.0,8.4,2,mortgage,single,web,approved
18.14,0.396,504.0,0.0,0,mortgage,single,branch,rejected
15.91,0.132,636.0,0.0,1,mortgage,married,web,approved
20.73,0.607,661.0,5.7,0,mortgage,married,web,approved
24.52,0.232,721.0,10.0,1,mortgage,married,partner,approved
20.11,0.65,691.0,10.3,1,rent,single,web,approved
34.4,0.261,789.0,0.0,1,mortgage,married,branch,approved
26.4,0.455,657.0,11.3,1,mortgage,single,web,approved
28.61,0.688,604.0,3.2,4,mortgage,married,partner,approved
16.27,0.625,571.0,5.8,0,rent,single,web,approved
13.66,0.246,609.0,5.9,0,mortgage,single,partner,approved
25.24,0.313,612.0,11.2,3,rent,single,branch,approved
29.83,0.382,715.0,3.9,1,own,single,partner,approved
28.42,0.255,552.0,3.6,1,mortgage,single,branch,approved
25.27,0.465,614.0,8.5,0,rent,married,branch,approved
4.94,0.23,648.0,3.7,0,mortgage,single,branch,rejected
14.2,0.322,557.0,4.7,0,mortgage,single,web,approved
7.09,0.32,667.0,5.4,4,mortgage,married,web,approved
16.94,0.064,647.0,8.8,3,mortgage,single,web,approved
16.52,0.448,718.0,8.8,3,own,married,web,approved
13.57,0.339,633.0,0.9,1,rent,single,web,approved
27.62,0.315,532.0,0.4,0,own,single,partner,approved
23.47,0.476,638.0,10.3,3,own,single,branch,rejected
9.87,0.215,567.0,4.9,0,mortgage,married,web,approved
26.47,0.272,651.0,11.2,2,rent,single,web,approved
28.86,0.158,549.0,1.9,1,own,married,web,approved
7.95,0.447,620.0,7.5,2,mortgage,married,web,approved
11.48,0.293,658.0,8.1,1,rent,married,web,approved
8.95,0.367,655.0,9.7,1,mortgage,married,web,approved
12.07,0.042,668.0,2.8,7,rent,married,partner,rejected
22.45,0.506,687.0,10.4,3,rent,single,web,approved
13.08,0.544,678.0,1.0,3,rent,single,web,approved
28.55,0.397,497.0,2.4,0,rent,single,partner,approved
6.76,0.363,573.0,5.5,1,rent,married,web,approved
23.35,0.401,568.0,10.0,4,rent,single,partner,approved
21.67,0.234,719.0,11.1,2,mortgage,married,branch,approved
10.42,0.282,690.0,8.1,1,rent,single,web,approved
16.25,0.55,671.0,1.7,2,rent,single,partner,approved
12.38,0.553,550.0,3.8,0,rent,single,web,approved
17.5,0.539,526.0,9.3,0,rent,married,branch,approved
22.31,0.23,590.0,6.5,2,rent,single,partner,approved
26.41,0.336,658.0,1.3,0,mortgage,married,branch,approved
25.24,0.341,591.0,11.1,2,mortgage,single,web,approved
24.18,0.446,759.0,4.6,3,mortgage,single,web,approved
25.72,0.214,690.0,7.3,5,own,married,web,approved
27.78,0.02,688.0,11.8,1,mortgage,single,web,approved
13.85,0.569,563.0,4.8,0,rent,married,web,approved
11.82,0.628,616.0,5.9,0,rent,single,branch,rejected
41.21,0.271,656.0,11.1,1,mortgage,married,branch,approved
16.93,0.281,697.0,1.9,2,own,married,branch,approved
26.65,0.509,616.0,6.3,2,rent,single,branch,approved
9.54,0.524,562.0,11.6,3,mortgage,single,web,approved
16.12,0.183,491.0,12.0,1,mortgage,single,web,approved
11.85,0.545,751.0,0.0,2,mortgage,married,web,rejected
19.7,0.466,653.0,12.6,3,mortgage,married,web,approved
23.58,0.373,645.0,5.4,1,rent,single,web,approved
26.81,0.365,528.0,9.0,0,rent,single,branch,approved
3.0,0.479,621.0,3.8,0,rent,married,partner,approved
20.1,0.285,673.0,8.3,3,mortgage,single,branch,approved
22.56,0.524,627.0,7.0,1,mortgage,single,branch,approved
17.01,0.173,593.0,0.0,1,mortgage,single,web,rejected
21.0,0.07,636.0,3.6,1,own,single,web,approved
26.68,0.167,633.0,8.7,0,mortgage,married,web,approved
25.58,0.237,477.0,8.5,1,mortgage,married,branch,approved
3.0,0.267,579.0,6.0,2,mortgage,single,partner,approved
15.98,0.339,708.0,3.6,0,mortgage,single,branch,approved
23.49,0.053,723.0,7.7,0,mortgage,married,web,approved
16.22,0.72,611.0,2.6,4,mortgage,married,branch,rejected
15.47,0.162,709.0,6.0,1,rent,married,web,approved
25.06,0.649,647.0,0.0,1,mortgage,married,branch,approved
11.17,0.404,636.0,4.1,3,own,single,web,approved
23.15,0.567,635.0,8.4,0,own,single,branch,approved
18.67,0.497,687.0,8.3,0,mortgage,married,partner,approved
6.47,0.487,820.0,7.4,1,own,married,partner,approved
10.22,0.084,682.0,1.1,0,mortgage,single,partner,approved
11.35,0.64,609.0,7.9,1,rent,married,partner,rejected
17.6,0.36,600.0,7.3,1,rent,single,branch,approved
17.77,0.255,706.0,11.3,3,rent,single,branch,approved
14.48,0.167,630.0,11.7,0,own,married,web,approved
22.76,0.533,607.0,9.7,1,mortgage,married,partner,approved
28.98,0.371,742.0,0.7,2,rent,married,branch,approved
21.4,0.631,671.0,10.3,1,mortgage,single,branch,approved
11.72,0.526,559.0,7.0,2,mortgage,married,branch,approved
21.84,0.465,602.0,1.9,0,rent,married,branch,approved
18.21,0.368,696.0,5.8,2,mortgage,single,branch,approved
30.41,0.205,733.0,4.5,1,mortgage,single,branch,approved
16.49,0.293,583.0,6.8,1,rent,married,partner,approved
15.54,0.385,698.0,2.1,3,mortgage,single,branch,approved
34.98,0.138,658.0,6.4,8,rent,married,branch,approved
27.38,0.425,638.0,5.9,5,mortgage,married,web,approved
24.7,0.156,589.0,3.7,1,mortgage,married,partner,approved
25.34,0.335,698.0,4.3,2,rent,single,partner,approved
21.52,0.506,599.0,12.5,1,rent,married,branch,approved
7.57,0.428,742.0,5.3,3,rent,married,web,rejected
33.93,0.294,543.0,4.8,5,rent,single,web,approved
14.89,0.057,661.0,0.0,2,mortgage,single,web,approved
7.83,0.553,666.0,12.0,2,mortgage,single,web,approved
12.91,0.02,713.0,16.5,1,own,single,web,approved
7.93,0.242,547.0,3.5,0,mortgage,married,partner,approved
20.74,0.578,712.0,8.2,1,mortgage,single,web,approved
22.64,0.234,552.0,12.2,0,mortgage,single,web,approved
14.29,0.104,558.0,5.7,3,mortgage,married,partner,approved
13.61,0.307,674.0,9.7,3,mortgage,married,partner,approved
21.05,0.087,641.0,10.1,3,rent,married,web,approved
14.52,0.232,639.0,9.9,2,mortgage,married,branch,approved
12.76,0.354,620.0,7.6,2,rent,married,partner,approved
18.71,0.537,700.0,5.0,1,mortgage,married,branch,approved
27.42,0.292,657.0,7.7,2,mortgage,single,partner,approved
15.1,0.178,548.0,8.6,0,mortgage,married,web,approved
26.38,0.357,663.0,5.2,2,mortgage,married,web,approved
20.08,0.208,755.0,9.7,0,mortgage,married,web,approved
12.46,0.295,720.0,3.6,0,mortgage,single,web,approved
8.02,0.712,620.0,8.5,3,mortgage,married,branch,approved
12.88,0.443,779.0,10.1,6,mortgage,married,branch,approved
22.91,0.111,655.0,7.2,1,mortgage,single,web,approved
12.8,0.243,709.0,9.1,0,rent,single,branch,approved
19.32,0.227,544.0,8.1,1,mortgage,single,web,approved
25.27,0.482,576.0,2.9,1,own,single,branch,approved
35.26,0.194,698.0,0.0,1,own,single,web,approved
8.48,0.345,710.0,12.1,1,mortgage,married,branch,approved
20.75,0.218,788.0,1.0,1,mortgage,single,web,approved
20.39,0.17,733.0,0.2,4,rent,single,web,approved
17.91,0.416,547.0,0.0,1,own,married,branch,approved
23.94,0.512,594.0,5.9,3,own,single,web,approved
5.1,0.303,606.0,7.0,2,rent,single,branch,approved
17.77,0.608,643.0,0.0,3,rent,single,branch,approved
14.47,0.273,648.0,2.9,0,rent,single,partner,approved
26.3,0.252,680.0,2.4,2,mortgage,married,partner,approved
9.86,0.424,707.0,8.1,1,mortgage,married,partner,approved
25.06,0.175,739.0,8.3,2,rent,single,branch,approved
11.23,0.454,632.0,0.0,1,own,married,branch,approved
33.37,0.339,632.0,5.1,2,own,single,web,rejected
18.88,0.279,656.0,5.3,1,rent,married,web,rejected
11.98,0.266,699.0,2.6,2,mortgage,single,partner,approved
26.66,0.256,759.0,2.0,2,mortgage,married,web,approved
14.48,0.272,691.0,0.0,4,mortgage,married,partner,approved
28.39,0.334,725.0,5.6,1,mortgage,married,web,approved
11.46,0.266,673.0,13.5,2,mortgage,married,web,approved
19.81,0.21,663.0,3.3,3,own,married,partner,approved
18.43,0.397,693.0,5.3,1,mortgage,single,web,approved
29.13,0.471,551.0,6.7,3,mortgage,single,web,approved
33.94,0.084,635.0,2.2,3,rent,married,web,approved
18.78,0.252,614.0,1.5,1,rent,married,web,approved
34.49,0.323,602.0,3.9,2,own,married,web,approved
33.55,0.423,623.0,15.8,0,rent,married,partner,approved
16.7,0.161,704.0,2.2,3,rent,married,branch,approved
26.19,0.301,512.0,0.0,4,mortgage,single,partner,approved
11.28,0.654,651.0,0.0,1,own,single,branch,approved
16.72,0.296,604.0,6.9,1,mortgage,married,web,approved
15.74,0.324,611.0,8.0,0,mortgage,single,web,approved
24.77,0.488,644.0,3.2,3,mortgage,married,web,approved
24.37,0.468,716.0,6.1,0,rent,married,web,approved
30.15,0.151,594.0,8.6,1,rent,married,web,approved
23.4,0.382,701.0,7.3,0,rent,married,partner,approved
11.38,0.31,751.0,12.1,0,rent,married,web,approved
7.12,0.533,617.0,4.5,0,rent,married,branch,rejected
27.92,0.241,579.0,3.5,1,own,married,branch,approved
15.96,0.359,595.0,3.8,4,rent,married,branch,approved
20.47,0.193,671.0,7.6,2,mortgage,single,web,approved
18.57,0.304,622.0,3.0,1,rent,single,branch,approved
30.56,0.428,743.0,8.6,1,mortgage,married,web,rejected
12.82,0.544,628.0,7.4,0,rent,single,branch,approved
21.3,0.289,650.0,1.1,0,rent,married,partner,approved
19.76,0.581,612.0,12.4,1,rent,single,web,approved
25.49,0.196,675.0,0.0,1,mortgage,single,branch,approved
19.43,0.515,689.0,0.5,2,rent,married,web,rejected
27.39,0.394,648.0,8.7,0,mortgage,married,branch,approved
15.14,0.398,632.0,1.5,1,own,married,branch,rejected
27.71,0.467,617.0,2.1,1,rent,married,branch,approved
18.03,0.21,684.0,1.5,2,mortgage,single,web,approved
16.49,0.234,584.0,6.5,0,mortgage,married,branch,approved
16.99,0.351,625.0,8.0,1,rent,single,web,approved
17.75,0.163,682.0,4.0,0,own,single,partner,approved
26.48,0.289,671.0,1.7,2,mortgage,married,branch,approved
11.3,0.293,609.0,3.7,1,rent,married,partner,approved
8.04,0.254,672.0,12.5,1,mortgage,single,web,approved
15.32,0.185,704.0,8.3,1,rent,single,partner,approved
19.71,0.488,673.0,0.0,0,mortgage,single,web,approved
20.85,0.224,631.0,8.8,1,rent,married,partner,approved
16.25,0.532,648.0,3.8,2,own,married,web,approved
15.35,0.271,643.0,5.1,3,mortgage,single,branch,approved
12.11,0.492,627.0,0.0,1,rent,married,web,approved
17.32,0.161,582.0,6.7,4,mortgage,single,web,approved
33.8,0.422,625.0,9.6,1,rent,married,branch,approved
13.64,0.474,706.0,0.4,2,mortgage,married,partner,approved
18.67,0.349,648.0,2.0,1,rent,single,branch,approved
27.12,0.129,658.0,8.6,2,rent,single,partner,approved
18.37,0.42,658.0,6.3,1,rent,married,web,approved
27.49,0.147,604.0,6.2,0,rent,married,web,approved
24.48,0.336,820.0,2.5,2,rent,married,web,approved
25.57,0.377,777.0,11.6,1,mortgage,single,branch,approved
23.1,0.336,643.0,6.9,2,mortgage,single,branch,approved
37.18,0.19,612.0,9.9,0,rent,single,branch,approved
8.68,0.207,678.0,0.0,2,mortgage,married,web,approved
25.09,0.057,576.0,2.9,0,rent,married,web,approved
23.53,0.423,625.0,15.6,1,mortgage,married,web,approved
11.81,0.286,524.0,5.6,2,mortgage,single,branch,approved
32.02,0.346,649.0,14.1,1,mortgage,single,branch,approved
42.4,0.329,589.0,11.3,2,rent,married,branch,approved
29.55,0.612,687.0,11.0,2,mortgage,single,web,approved
20.55,0.301,788.0,4.5,0,mortgage,single,partner,approved
18.38,0.398,652.0,6.7,5,own,single,web,approved
25.22,0.195,695.0,9.7,1,rent,married,branch,approved
18.0,0.257,711.0,3.7,0,rent,married,partner,approved
24.07,0.403,536.0,16.2,1,rent,married,partner,rejected
26.73,0.28,753.0,5.5,3,rent,single,branch,approved
22.98,0.6,781.0,0.0,0,mortgage,married,partner,approved
24.83,0.572,722.0,8.6,3,rent,married,partner,approved
12.07,0.303,607.0,0.0,1,mortgage,married,web,approved
24.95,0.193,818.0,6.6,2,rent,single,web,approved
22.66,0.331,774.0,7.5,1,own,married,web,approved
26.93,0.137,498.0,0.7,1,mortgage,married,partner,approved
21.95,0.122,671.0,11.1,2,own,married,web,approved
16.33,0.139,673.0,7.5,1,rent,single,partner,approved
26.21,0.421,669.0,11.3,2,rent,single,web,approved
16.84,0.311,636.0,1.8,1,own,married,branch,approved
15.8,0.059,574.0,6.6,1,rent,married,partner,approved
16.27,0.26,593.0,9.1,2,rent,married,partner,approved
36.17,0.285,679.0,8.2,2,own,married,branch,approved
4.62,0.557,685.0,9.3,1,rent,single,web,approved
29.82,0.637,686.0,17.8,2,own,married,branch,approved
34.98,0.235,630.0,0.2,0,mortgage,single,web,approved
30.69,0.209,588.0,4.2,0,rent,single,web,approved
22.45,0.289,641.0,4.9,3,mortgage,married,web,approved
13.64,0.429,699.0,0.0,2,rent,married,web,approved
26.37,0.406,666.0,9.6,1,rent,single,web,approved
19.96,0.314,659.0,9.8,0,rent,married,branch,rejected
15.85,0.119,653.0,0.0,0,rent,married,web,approved
17.94,0.444,751.0,2.0,1,rent,married,branch,approved
10.35,0.035,712.0,6.9,1,mortgage,single,partner,approved
18.78,0.302,533.0,4.0,0,own,single,branch,approved
19.73,0.416,670.0,1.4,4,rent,single,web,approved
17.2,0.381,550.0,9.9,1,mortgage,single,branch,approved
19.59,0.596,583.0,7.8,2,rent,single,partner,approved
22.0,0.238,636.0,9.4,1,mortgage,single,branch,approved
15.13,0.301,727.0,1.0,2,rent,single,web,approved
24.53,0.179,632.0,7.8,1,mortgage,married,web,approved
22.16,0.268,709.0,10.1,1,own,married,web,approved
19.56,0.487,715.0,5.3,1,rent,single,web,approved
19.02,0.21,608.0,6.4,1,mortgage,single,web,approved
30.27,0.278,661.0,4.8,2,rent,married,web,approved
23.19,0.281,756.0,8.1,1,mortgage,married,web,approved
20.05,0.495,631.0,2.6,2,rent,single,partner,approved
22.23,0.114,642.0,10.9,3,rent,married,partner,approved
27.24,0.305,641.0,4.3,1,rent,single,web,approved
13.74,0.211,603.0,12.8,0,rent,married,web,approved
28.86,0.613,674.0,6.1,2,mortgage,married,web,approved
3.0,0.37,619.0,12.7,2,own,single,branch,rejected
26.86,0.314,665.0,11.1,1,mortgage,married,web,approved
