hidden_segment,age,income_k,monthly_visits,avg_spend,online_ratio,coupon_usage,return_rate
price_sensitive,34.7459,13.5848,3.8699,148.4023,0.3304,0.378,0.0513
digital,35.9538,23.2758,10.9321,205.9885,0.7688,0.3976,0.1635
family,35.4952,27.3079,7.2101,312.084,0.404,0.1633,0.0937
price_sensitive,36.4944,13.9359,9.5144,183.5622,0.5234,0.4973,0.1614
digital,27.7722,26.8761,10.8402,160.475,0.6519,0.1007,0.1668
family,34.6394,24.7248,4.8118,246.5352,0.3601,0.2554,0.0141
premium,43.1646,27.3585,5.0702,405.7171,0.4417,0.0472,0.0565
price_sensitive,18.2407,18.2142,5.6575,75.9347,0.3578,0.3735,0.0389
digital,27.8257,21.827,7.9036,185.4437,0.8096,0.1909,0.0646
digital,32.1075,20.7178,11.0576,253.6527,0.7887,0.2129,0.2074
digital,37.4231,24.9954,8.9207,107.0563,0.7628,0.2031,0.0976
family,32.3704,26.5025,9.9299,256.0475,0.5949,0.4619,0.053
digital,33.1631,17.2606,7.3181,279.0396,0.6754,0.2109,0.178
premium,42.222,32.6077,5.9853,512.579,0.2158,0.1921,0.0867
family,34.0735,16.6814,6.7,290.5914,0.4198,0.2451,0.1134
digital,21.2776,18.8086,4.1357,155.3203,0.7042,0.1923,0.0289
price_sensitive,33.1424,8.3761,4.9774,78.6104,0.3865,0.3494,0.1043
premium,42.4986,34.6742,5.9875,538.5535,0.3582,0.0301,0.0348
family,39.432,17.4833,8.4488,240.8172,0.3188,0.4548,0.0339
digital,42.4896,24.0171,11.0065,103.0797,0.8413,0.0923,0.0463
price_sensitive,35.8375,18.3487,5.5532,140.8294,0.3332,0.3545,0.0865
digital,36.1902,19.9129,9.9423,197.7068,0.7638,0.1671,0.1358
price_sensitive,26.858,8.4614,3.3729,184.3512,0.6416,0.495,0.1184
premium,28.6588,32.6681,5.0953,335.6426,0.5846,0.1651,0.0411
digital,36.3243,12.209,9.4365,175.4441,0.6973,0.1246,0.1158
price_sensitive,32.5516,11.8125,5.6601,131.7203,0.4053,0.5625,0.0954
premium,36.4569,42.9494,4.6929,540.2799,0.2762,0.1182,0.0929
digital,32.336,24.21,12.8434,137.8888,0.6724,0.1922,0.1809
price_sensitive,23.6284,12.2173,5.3691,112.3233,0.491,0.5741,0.1016
digital,25.8534,18.5483,7.9657,99.8251,0.7514,0.0961,0.1711
family,31.9458,20.0346,7.0711,252.1563,0.3823,0.4533,0.0872
premium,37.4299,45.704,5.7452,349.6939,0.3765,0.026,0.0905
digital,33.3117,21.6604,9.0263,150.9912,0.8113,0.0788,0.0611
price_sensitive,30.5664,13.4709,4.723,113.7463,0.372,0.3342,0.0839
price_sensitive,33.1776,16.3103,4.9104,223.2652,0.4692,0.2838,0.1153
digital,26.6179,28.7008,7.3982,113.9095,0.7153,0.178,0.139
price_sensitive,19.2361,10.5173,6.9887,124.7627,0.6628,0.3415,0.0426
family,26.7423,19.2658,7.1097,412.6952,0.3302,0.233,0.0239
price_sensitive,51.1019,9.835,5.8396,172.674,0.3461,0.3915,0.1328
price_sensitive,31.5827,11.2453,6.492,142.6187,0.5108,0.3806,0.0951
price_sensitive,25.7758,4.2508,6.6913,133.8954,0.2522,0.6664,0.0208
family,47.5262,10.469,6.0908,302.8631,0.2484,0.2455,0.0712
digital,25.3131,22.1983,9.8617,184.3058,0.814,0.1756,0.0381
digital,33.1447,19.0753,10.2326,113.131,0.867,0.2625,0.0704
price_sensitive,36.5557,18.6546,5.3661,143.8779,0.4697,0.4137,0.1073
price_sensitive,37.7841,20.949,5.209,105.6366,0.2953,0.4537,0.1722
family,42.1452,24.0388,9.495,342.7858,0.3194,0.2481,0.0601
family,45.2134,15.6567,8.0086,150.5844,0.3341,0.2523,0.0636
family,38.224,22.5399,8.4214,376.8066,0.3904,0.3046,0.0766
price_sensitive,31.1287,11.0795,3.9383,130.4053,0.5325,0.4651,0.0742
family,33.8598,36.1899,9.4321,330.4018,0.5496,0.3696,0.0965
family,35.5692,21.3393,7.488,220.2061,0.5951,0.2135,0.0501
price_sensitive,31.1544,9.9866,7.8993,150.1093,0.3267,0.4231,0.1346
digital,21.2261,30.1538,7.9877,202.1803,0.6575,0.1564,0.1469
premium,33.3169,25.7975,5.7099,535.3486,0.4591,0.1554,0.0588
premium,49.6752,37.4957,5.1376,754.2518,0.5729,0.0373,0.0126
family,40.3149,14.2061,7.2549,355.4676,0.2646,0.2239,0.0351
family,34.3688,20.7715,7.5313,213.4332,0.2149,0.297,0.0813
premium,41.9804,22.5239,7.242,623.3363,0.6288,0.0,0.0548
digital,32.2365,20.9215,8.7888,144.8742,0.6637,0.2683,0.0521
price_sensitive,25.6984,5.2783,4.2633,215.8806,0.387,0.3227,0.0743
premium,42.6177,34.9152,6.594,342.5391,0.3631,0.1581,0.1189
family,27.5884,16.4981,9.3752,435.6408,0.4846,0.521,0.0563
family,24.1865,19.7354,9.5829,224.171,0.2373,0.1505,0.0762
digital,28.1232,18.3298,8.842,162.4579,0.8024,0.1152,0.082
digital,29.6107,11.6932,10.2879,97.298,0.7739,0.1232,0.0849
family,19.7963,29.7202,7.7199,334.9641,0.4482,0.3273,0.1042
family,45.2811,26.177,7.7498,258.9029,0.2457,0.1843,0.0807
digital,21.8954,11.5618,7.5137,186.9967,0.6933,0.137,0.1339
price_sensitive,30.7499,17.6868,6.3329,107.9362,0.3329,0.5216,0.0202
premium,40.8279,35.6173,6.1479,515.2023,0.5229,0.1001,0.1432
price_sensitive,26.9618,7.7908,7.8319,108.6957,0.3761,0.4618,0.1302
price_sensitive,38.328,16.2812,6.0097,120.3019,0.3658,0.4877,0.0397
price_sensitive,36.3339,21.1646,7.9509,76.8332,0.4022,0.501,0.1038
digital,33.0879,15.1406,8.5552,122.7617,0.8168,0.2133,0.0832
family,34.7229,28.7927,5.8714,399.5296,0.3836,0.1219,0.094
price_sensitive,26.6431,15.4134,9.2394,118.9294,0.3998,0.6116,0.0746
premium,45.4772,32.1671,6.5988,671.1231,0.4443,0.1208,0.1716
price_sensitive,24.7217,13.855,4.027,112.7838,0.5652,0.2523,0.0446
digital,32.6511,14.7825,2.8794,270.4049,0.8051,0.4346,0.1517
price_sensitive,36.208,16.6447,6.3402,211.4759,0.6931,0.5281,0.1231
family,21.7709,20.3233,4.1633,335.1902,0.5158,0.4612,0.0605
price_sensitive,45.6168,13.8823,9.9275,152.5647,0.448,0.3106,0.1341
family,43.018,9.5381,5.6633,307.2254,0.4855,0.3308,0.0829
family,39.9194,17.5619,8.2136,372.7046,0.4126,0.3931,0.0186
digital,30.065,20.1903,8.8403,287.9175,0.8407,0.1461,0.0973
premium,52.6329,42.7121,8.2106,543.5819,0.6729,0.2869,0.1246
family,33.61,27.4133,9.2144,319.7293,0.2449,0.1509,0.0181
family,29.1668,24.608,9.7622,303.5188,0.0783,0.3397,0.0175
digital,38.597,9.4896,7.257,166.5304,0.6324,0.1433,0.0807
family,19.2171,19.9802,4.0687,194.847,0.4752,0.2582,0.0818
digital,34.8207,21.4593,6.6267,160.9942,0.6929,0.0672,0.1785
premium,40.6917,42.0439,4.7193,523.8361,0.6982,0.2374,0.0941
price_sensitive,36.5103,11.4128,5.8971,188.7142,0.0879,0.217,0.0697
family,46.9127,23.8553,6.8038,372.8685,0.3747,0.1333,0.0914
price_sensitive,26.5586,15.2951,5.8762,125.2974,0.5318,0.4749,0.1503
price_sensitive,21.6963,14.6614,2.9428,134.3197,0.4726,0.4236,0.0738
premium,47.6908,35.9836,6.4768,438.6967,0.49,0.1417,0.0669
premium,33.0401,33.6199,7.791,440.9664,0.4222,0.1034,0.0
premium,46.5344,33.3559,2.4245,515.1128,0.5183,0.0,0.093
premium,37.602,26.4545,6.1355,600.3505,0.3494,0.0378,0.1251
premium,36.6534,35.7984,6.1328,723.0928,0.4608,0.1948,0.0
digital,24.2033,28.6977,9.798,134.6493,0.7576,0.11,0.1486
digital,18.0,13.2516,9.3507,191.6586,0.6281,0.1661,0.0931
premium,41.7287,25.6172,2.6602,586.6979,0.3163,0.1101,0.125
price_sensitive,42.3212,15.3336,4.5835,144.2956,0.4641,0.2796,0.1639
price_sensitive,45.7188,11.7878,5.3691,174.161,0.3104,0.5777,0.0661
price_sensitive,49.4156,15.9639,5.4215,108.8918,0.4842,0.4639,0.215
premium,47.3812,19.4784,7.6058,485.7076,0.4256,0.1075,0.0309
price_sensitive,34.9293,10.2551,5.6557,64.8199,0.3363,0.5828,0.1336
price_sensitive,26.7116,12.3625,4.8605,114.6984,0.3369,0.4018,0.0892
family,32.3125,19.9208,8.4403,174.2598,0.3473,0.3175,0.0612
family,18.5213,20.1823,7.8327,204.2098,0.3197,0.4153,0.0101
digital,18.0,18.9504,8.2441,204.6513,0.6331,0.2724,0.1381
digital,34.2618,7.5158,8.1884,128.2476,0.6507,0.243,0.1414
family,36.7756,20.2612,10.0742,280.2419,0.4848,0.2081,0.0596
price_sensitive,28.5261,16.3193,5.7604,138.1927,0.4148,0.4822,0.0518
family,30.74,22.924,7.7417,306.0047,0.0997,0.3503,0.0975
premium,42.81,31.5817,5.5937,426.774,0.4853,0.1719,0.0583
premium,18.0,37.9122,5.4291,565.2535,0.6107,0.0,0.1625
premium,46.7142,41.5671,5.3744,477.3131,0.3725,0.1179,0.0693
family,25.7255,29.0347,9.5862,335.6928,0.1872,0.3636,0.1401
family,39.3563,19.6739,7.95,343.3394,0.3811,0.1987,0.0805
family,31.8876,23.6807,7.0844,274.7254,0.2449,0.4374,0.1021
digital,22.44,12.8032,8.0646,162.0712,0.886,0.0022,0.0928
price_sensitive,41.9254,21.2613,7.7354,94.7551,0.4509,0.4546,0.092
digital,26.1458,14.8432,7.8051,37.1934,0.6905,0.0764,0.1417
digital,18.0,12.6954,9.2827,179.4132,0.7933,0.0414,0.148
premium,33.4972,23.4597,4.1247,294.6813,0.3898,0.1213,0.0668
premium,49.3576,18.9683,4.9145,516.328,0.3549,0.167,0.0848
price_sensitive,35.6455,16.6195,5.4291,152.6977,0.4153,0.4382,0.0743
premium,33.2444,36.6544,4.3292,616.5842,0.6541,0.0,0.118
family,25.7653,15.1032,6.67,274.4237,0.4394,0.3699,0.0358
family,34.9093,13.9548,10.6654,278.8283,0.4552,0.2721,0.071
family,31.4469,28.0925,6.674,259.704,0.1518,0.2182,0.0745
price_sensitive,30.2922,17.0533,8.0806,133.4058,0.3811,0.374,0.1388
digital,18.0,14.4969,10.2412,163.8709,0.8591,0.217,0.164
digital,27.2494,22.1584,8.4164,262.0852,0.8488,0.1855,0.1216
price_sensitive,33.5061,7.6424,4.2478,128.1273,0.2921,0.3777,0.1947
family,32.024,24.8995,8.9561,247.2407,0.3579,0.3175,0.0
family,48.7721,27.439,3.9222,301.1697,0.3309,0.267,0.011
digital,40.002,16.231,10.0581,208.3597,0.8129,0.2287,0.1361
digital,26.1669,11.4114,10.5013,226.4113,0.8239,0.3347,0.0715
digital,30.3337,23.1928,10.3655,130.6259,0.7493,0.2752,0.0516
family,40.563,19.9242,7.0615,362.2517,0.4082,0.3358,0.0454
digital,36.8298,17.858,7.2104,193.9471,0.867,0.2054,0.0766
premium,31.4173,35.5192,5.5205,388.9874,0.3187,0.1492,0.1332
digital,34.1173,13.0353,13.2862,157.0282,0.8045,0.1992,0.086
family,37.8674,9.3315,6.134,181.5693,0.2183,0.3376,0.0677
premium,36.4833,37.8593,4.9556,434.9164,0.3567,0.2598,0.1118
family,28.2609,22.2431,7.5944,319.8479,0.3493,0.3595,0.0603
digital,30.9955,15.4894,7.7072,186.6018,0.4429,0.1267,0.1277
price_sensitive,38.2872,16.0272,6.2717,123.1484,0.3193,0.6017,0.1172
digital,25.2621,21.9788,9.9162,210.4404,0.5274,0.3152,0.1167
family,28.7232,19.1544,5.6623,492.5531,0.3783,0.4032,0.0647
price_sensitive,29.2469,18.9147,5.286,157.7333,0.4503,0.4829,0.1312
digital,34.2685,25.1393,7.3913,172.8163,0.6962,0.0954,0.0773
family,36.4285,22.6209,8.6204,286.5864,0.323,0.1831,0.1053
price_sensitive,27.847,18.5157,7.9575,201.4689,0.5444,0.6336,0.1024
price_sensitive,38.5726,14.5296,6.1332,171.4136,0.2482,0.5317,0.0897
family,33.6751,21.6193,5.1911,256.103,0.5873,0.287,0.1159
price_sensitive,31.2531,10.9342,5.257,182.2826,0.2874,0.4355,0.124
digital,21.2973,12.6293,6.1581,138.3991,0.8949,0.1956,0.0909
digital,24.8264,18.9464,5.9996,169.4477,0.8491,0.2022,0.1273
price_sensitive,29.8406,16.8077,7.0706,124.0735,0.5888,0.3383,0.0783
family,23.1192,14.3543,7.8127,231.6786,0.6239,0.2771,0.0738
family,33.8011,33.085,5.5659,381.7414,0.3412,0.303,0.0875
family,44.3382,28.0759,7.8414,348.4541,0.4816,0.29,0.0843
premium,46.4304,29.1395,4.6099,667.4324,0.6793,0.1014,0.1176
price_sensitive,39.5134,5.9989,5.9346,84.9269,0.3043,0.5654,0.1022
family,32.8418,16.9435,6.0121,252.673,0.2826,0.3077,0.051
digital,35.306,12.5134,8.2312,242.6306,0.7673,0.2812,0.0649
digital,29.5226,23.8208,4.2517,245.9719,0.7314,0.1905,0.1371
price_sensitive,36.2144,21.658,5.6339,119.2065,0.254,0.6225,0.0752
digital,22.6435,18.6664,5.5683,75.3616,0.8702,0.0878,0.1117
family,34.7831,33.8525,3.9396,468.5364,0.2082,0.1466,0.0896
family,46.0691,10.0752,9.3664,335.7252,0.4461,0.3813,0.066
premium,48.8986,31.5859,7.5163,318.9679,0.5003,0.0203,0.0654
digital,25.3067,11.9175,11.2685,61.8771,0.8188,0.1212,0.1693
digital,24.6542,22.2618,8.5143,178.1229,0.6379,0.1758,0.1537
price_sensitive,41.9979,21.7496,6.2009,168.2211,0.2775,0.6344,0.0899
premium,29.0164,33.4046,3.3217,344.8513,0.5206,0.0783,0.0681
digital,25.0088,13.6155,8.9331,266.9711,0.6382,0.2733,0.1394
price_sensitive,19.1757,14.1418,5.0455,165.9622,0.4358,0.4793,0.0722
premium,49.4207,21.3306,6.6276,674.1299,0.3217,0.2314,0.0
price_sensitive,34.3979,11.418,8.8457,108.4117,0.2965,0.5295,0.1355
price_sensitive,34.1886,12.47,2.6819,219.663,0.653,0.4303,0.0443
price_sensitive,31.895,16.2728,9.6036,209.9238,0.2539,0.5907,0.1397
digital,19.7765,24.6712,8.1793,213.4687,0.6352,0.2475,0.1613
price_sensitive,32.6377,15.2331,6.5655,109.1261,0.4454,0.5533,0.0588
family,33.0603,26.5473,8.988,355.4578,0.2572,0.3163,0.0796
price_sensitive,35.7286,14.6324,6.9301,131.475,0.3321,0.5075,0.0448
family,41.8141,21.5951,8.8082,330.8202,0.3758,0.3884,0.0025
digital,34.5899,18.5614,7.3353,120.3851,0.6918,0.1027,0.1521
price_sensitive,30.8307,17.5864,6.7443,188.1887,0.5331,0.4973,0.0487
price_sensitive,39.1213,12.5517,9.9568,108.4155,0.5708,0.2968,0.0982
family,42.0746,32.5722,9.4568,257.5535,0.4053,0.1139,0.0514
family,39.2764,23.7525,8.5902,237.5468,0.2679,0.2305,0.0511
premium,31.1601,24.0626,6.7818,545.2184,0.3395,0.1433,0.1124
family,44.0483,11.8872,10.3586,314.4487,0.5261,0.2605,0.0719
price_sensitive,46.5257,13.1683,8.2169,155.0237,0.3932,0.6083,0.1362
digital,33.2491,13.462,9.5782,177.6783,0.698,0.2206,0.1075
family,39.1795,21.4377,8.6656,237.9172,0.2965,0.2146,0.0723
price_sensitive,32.1373,8.2949,6.5228,195.5974,0.082,0.4921,0.1015
price_sensitive,32.515,12.2805,7.6943,203.9885,0.2856,0.5099,0.0396
digital,24.2447,21.6799,8.9408,139.0418,0.8408,0.2358,0.1268
premium,39.3345,34.9122,3.728,326.455,0.4181,0.1468,0.0392
premium,47.6905,27.7633,7.4263,485.0601,0.405,0.0475,0.0466
family,34.7474,20.1693,5.79,240.3024,0.419,0.2266,0.0382
digital,37.7109,20.883,10.4685,198.7928,0.6999,0.2731,0.2333
family,29.5673,17.6051,8.1178,378.357,0.288,0.2187,0.0882
digital,24.0933,22.1122,7.5836,166.8339,0.7612,0.2331,0.1498
price_sensitive,44.4765,17.2376,7.7609,136.6657,0.3008,0.2898,0.138
family,35.23,12.2044,7.66,125.1816,0.2877,0.2216,0.0917
digital,29.3889,20.3944,7.1357,72.998,0.6907,0.3287,0.0852
family,33.0739,19.3261,4.0824,276.4794,0.508,0.0598,0.0937
price_sensitive,40.7179,10.4478,5.232,237.6829,0.3425,0.4706,0.0304
digital,32.529,10.8685,8.7409,185.4412,0.8221,0.2196,0.0137
digital,19.9807,16.7385,7.0647,212.2253,0.6053,0.1468,0.1036
digital,28.7009,25.1014,7.7092,191.648,0.8757,0.1797,0.1145
family,31.0149,27.335,7.9144,263.3383,0.3951,0.4226,0.0427
digital,34.2172,24.1078,9.3991,247.4206,0.766,0.3331,0.1266
family,45.0645,30.331,8.4883,345.3642,0.448,0.1679,0.0302
digital,25.5613,18.3157,8.2311,140.9921,0.6632,0.1819,0.1415
digital,29.9232,16.5167,9.373,101.3218,0.7293,0.1289,0.096
digital,22.4321,16.2496,6.9997,210.615,0.6807,0.1349,0.1443
family,30.2283,21.6132,8.7392,284.4226,0.241,0.1266,0.0278
family,43.0981,20.2477,9.0159,362.0309,0.4319,0.312,0.0936
family,28.5102,14.5574,5.4714,426.0012,0.3679,0.1353,0.1099
price_sensitive,36.5034,15.481,6.6669,143.4827,0.3708,0.4717,0.0672
price_sensitive,34.2278,13.1557,8.5255,125.015,0.5087,0.6818,0.0808
family,22.2695,24.5652,7.108,285.6725,0.2355,0.282,0.0519
digital,26.2206,15.3403,10.1431,155.8388,0.7313,0.0779,0.0726
digital,39.0644,21.6508,8.0425,208.8993,0.6949,0.1747,0.06
premium,51.4596,25.8186,5.8297,446.1093,0.4611,0.1937,0.0241
family,46.5907,19.3272,7.0648,313.3351,0.2548,0.3461,0.0765
premium,46.1358,23.9846,3.6482,317.6127,0.3352,0.1223,0.0302
price_sensitive,37.6457,13.5123,5.3701,108.895,0.4139,0.4295,0.1307
family,33.6848,13.7846,4.883,302.7826,0.3904,0.3726,0.0887
family,34.1256,26.0215,6.7832,208.4604,0.3554,0.3362,0.0481
family,39.0085,26.2807,7.5886,388.6807,0.2287,0.2323,0.0527
price_sensitive,22.3894,11.5241,6.8819,186.9375,0.3756,0.5013,0.0557
price_sensitive,31.4034,12.6675,5.4202,132.9056,0.6246,0.5084,0.0247
premium,45.0719,28.2791,5.3169,498.2936,0.4217,0.0712,0.0139
premium,29.0187,39.768,6.2962,672.1851,0.5023,0.1867,0.1706
price_sensitive,50.1351,13.0921,7.9196,150.4902,0.3641,0.3955,0.0991
digital,18.0,14.693,8.2721,169.153,0.7073,0.1576,0.1818
price_sensitive,26.8924,18.1578,7.6544,162.0472,0.3065,0.241,0.1047
digital,31.0098,12.7114,6.8856,228.2758,0.9209,0.2575,0.0892
family,33.9531,20.3401,8.3625,300.8813,0.3123,0.3785,0.0558
price_sensitive,32.8945,14.1744,5.0458,60.5133,0.198,0.619,0.0474
digital,22.452,21.4972,9.1426,66.9754,0.6411,0.0496,0.1729
price_sensitive,33.313,16.7414,8.6003,136.4396,0.6175,0.2348,0.0421
digital,35.9464,10.1175,10.9771,222.9701,0.7377,0.21,0.0662
family,33.6371,21.4981,6.1221,315.1465,0.2105,0.4236,0.0153
price_sensitive,34.5708,10.8974,6.3049,156.3102,0.5386,0.4504,0.1192
family,32.7157,33.9815,6.251,322.6873,0.3848,0.3287,0.0826
family,18.698,27.8159,8.6466,186.8098,0.1553,0.3158,0.0514
digital,30.3653,24.055,11.4538,272.957,0.7287,0.1008,0.1199
price_sensitive,37.7158,15.2913,5.7358,91.9452,0.1956,0.5957,0.0923
family,36.5516,30.631,7.7348,346.788,0.2707,0.3241,0.0306
premium,42.9286,19.6263,5.2893,475.0259,0.3269,0.0263,0.0272
family,39.0785,20.7245,8.1982,400.855,0.3881,0.4197,0.0929
family,24.5736,16.6625,8.5377,278.9317,0.2905,0.2505,0.0485
price_sensitive,26.6119,15.8915,4.063,150.5299,0.5098,0.4763,0.0844
price_sensitive,40.0051,13.9384,6.1526,147.2206,0.5491,0.5087,0.0653
premium,26.5984,20.5416,8.9318,485.5285,0.611,0.0396,0.0918
digital,25.9653,16.5361,7.4452,222.0265,0.6066,0.1464,0.1444
price_sensitive,34.0222,10.7968,7.8807,137.4594,0.3722,0.3585,0.1417
price_sensitive,30.3087,19.723,5.2951,162.528,0.3553,0.4179,0.1027
premium,45.9879,31.0382,6.0027,388.719,0.4166,0.0,0.1013
family,39.6978,23.5077,10.8725,271.1361,0.3197,0.2912,0.0666
premium,38.5742,24.0952,6.4085,412.2191,0.6729,0.1531,0.128
price_sensitive,30.7694,7.7635,8.3167,116.142,0.4203,0.3617,0.1116
premium,40.6101,34.0653,5.1348,711.1247,0.5604,0.0,0.0438
family,39.4699,26.4866,7.8062,439.5469,0.3073,0.2026,0.0609
premium,42.4522,38.2224,4.3346,323.0474,0.6562,0.1663,0.0781
digital,30.2133,21.0915,11.2649,44.8281,0.775,0.1644,0.0685
digital,28.1422,23.5131,6.6117,237.719,0.9625,0.1578,0.1438
premium,42.6146,27.2618,5.8021,628.6003,0.3936,0.1685,0.0881
digital,28.8368,15.7764,6.3921,206.2999,0.8593,0.2656,0.217
premium,26.867,35.3404,3.3686,577.9336,0.4574,0.0873,0.1293
digital,33.1834,21.9003,7.4299,242.9594,0.6841,0.2396,0.0506
premium,40.7943,35.3612,5.5767,483.1965,0.3849,0.0047,0.0675
family,35.6744,31.399,9.9262,310.7703,0.2465,0.1716,0.053
premium,37.1126,34.0348,4.1863,670.7803,0.3687,0.2203,0.0684
family,47.99,25.9198,9.7584,356.0877,0.4146,0.1608,0.0081
family,42.2395,22.137,7.7184,277.5171,0.3125,0.379,0.0719
digital,29.4484,24.2108,6.838,187.2953,0.749,0.247,0.0361
family,45.4159,36.69,5.6621,288.4367,0.3037,0.2032,0.0323
price_sensitive,22.1202,14.2042,5.1586,146.7461,0.3298,0.3224,0.0896
premium,59.3949,39.6076,6.9864,511.1176,0.6136,0.1662,0.1526
family,29.7961,15.1658,6.4406,293.309,0.3184,0.3608,0.0899
digital,21.3956,16.46,10.0889,167.8567,0.7457,0.2259,0.0666
premium,35.8283,27.3394,6.3478,467.1763,0.5218,0.3041,0.1184
price_sensitive,26.8007,17.828,7.3649,114.6966,0.1929,0.48,0.1323
family,26.7433,26.27,6.3923,249.3811,0.3767,0.3643,0.0286
price_sensitive,35.6943,9.2778,3.2937,101.1286,0.4963,0.4034,0.0
digital,22.5349,20.6917,12.5674,144.328,0.826,0.2637,0.1758
digital,20.1673,15.7896,6.2799,107.6477,0.7175,0.1271,0.131
premium,31.3105,30.807,5.1536,592.8045,0.3586,0.0382,0.0912
price_sensitive,34.7401,25.494,3.0981,115.3271,0.4789,0.3651,0.0992
digital,36.6867,21.2764,10.2523,119.1841,0.71,0.3619,0.1314
premium,36.6428,24.2256,4.8833,398.6013,0.4868,0.1142,0.0489
premium,54.0395,27.4039,5.0639,466.3332,0.9188,0.1782,0.0941
digital,31.6978,11.5429,8.4677,83.7726,0.6838,0.1524,0.1364
premium,50.5578,26.0514,4.4553,743.1875,0.4612,0.0,0.0613
digital,30.8164,12.3506,12.056,184.3428,0.7474,0.2253,0.1245
price_sensitive,29.4283,14.8,4.5671,116.8313,0.4579,0.5299,0.1226
premium,43.8734,25.6583,5.6096,433.3266,0.6522,0.1524,0.1063
digital,24.607,18.9445,8.9645,119.2238,0.7009,0.0905,0.0675
premium,62.6148,46.521,4.7646,548.1343,0.4173,0.1923,0.0851
premium,32.8738,31.3385,6.2492,624.3754,0.4385,0.1192,0.0744
family,33.1074,20.9096,8.6833,453.9225,0.3821,0.3424,0.0496
family,31.6088,13.4513,9.7888,198.6928,0.2664,0.3737,0.0635
premium,51.6986,33.0914,7.0489,592.1382,0.6472,0.1727,0.0331
digital,31.7073,24.8941,12.3031,207.9423,0.6177,0.0664,0.1696
family,30.8632,22.8245,7.0579,284.5707,0.3981,0.2534,0.0646
family,20.4172,20.3562,5.2528,368.6045,0.3408,0.3009,0.0719
digital,37.2207,14.2594,10.7264,190.2326,0.7279,0.2213,0.1553
price_sensitive,33.9535,11.2659,6.1038,112.9449,0.4797,0.247,0.1395
digital,26.7321,25.1136,11.6891,176.2696,0.737,0.2121,0.1155
digital,26.2239,15.9678,9.3492,160.419,0.7928,0.2025,0.0321
family,29.516,19.0392,5.2214,327.4047,0.3296,0.3174,0.0564
family,25.5483,10.0545,4.3934,333.7728,0.2052,0.4173,0.0699
price_sensitive,28.9317,11.6781,4.2528,117.1768,0.2992,0.394,0.0502
digital,27.5111,12.1365,12.343,121.8195,0.7763,0.174,0.0447
family,37.1128,16.5528,7.3069,352.4329,0.3026,0.1131,0.0344
premium,30.2043,27.4214,3.431,531.1353,0.6091,0.3018,0.1001
family,30.0956,29.7491,10.7606,231.3696,0.3302,0.2454,0.0744
price_sensitive,31.2877,18.3666,7.4717,140.5492,0.4869,0.3982,0.0867
family,35.1687,22.1009,6.1226,283.3578,0.3826,0.2353,0.0369
family,42.042,22.2347,4.8241,284.9222,0.2146,0.1737,0.0425
family,36.1195,33.2292,5.4223,298.8332,0.3087,0.1397,0.0818
family,33.8231,29.8419,8.2788,288.6647,0.3146,0.4522,0.0446
family,24.8531,22.7259,6.8807,275.8159,0.3179,0.3719,0.1082
premium,46.6645,33.3643,5.7932,643.8901,0.5489,0.1312,0.1225
price_sensitive,31.4929,12.3375,6.8468,183.1488,0.4855,0.5653,0.1004
price_sensitive,18.3312,10.969,7.0306,161.0959,0.3342,0.3783,0.1324
premium,47.886,27.2633,7.3466,439.9037,0.2624,0.2365,0.0657
family,34.6934,31.8597,7.0349,216.7066,0.4597,0.3683,0.0574
premium,44.1661,34.9333,5.6273,592.6821,0.4032,0.0,0.0853
family,35.5413,24.0235,9.8781,233.7076,0.3157,0.4229,0.0373
price_sensitive,33.0229,11.7738,5.7745,119.4822,0.5299,0.253,0.1116
digital,29.2576,15.1035,11.5876,169.4676,0.7419,0.1595,0.1393
digital,28.68,20.1381,9.2683,234.556,0.8015,0.2213,0.111
family,30.6681,28.8677,7.0933,309.9572,0.4026,0.3466,0.107
price_sensitive,35.322,12.1995,6.0513,106.6974,0.4515,0.5441,0.084
digital,29.9943,21.66,7.3138,254.033,0.7912,0.141,0.0571
family,39.6767,23.5347,7.24,298.8353,0.3178,0.3875,0.0469
family,38.2518,23.6463,6.3251,322.8513,0.3971,0.2481,0.0783
premium,37.4797,34.3187,6.4234,685.4885,0.2933,0.2035,0.1849
family,46.1641,26.5075,8.6421,298.7367,0.3402,0.2391,0.0636
family,38.5445,25.9683,6.8944,322.6433,0.2683,0.2734,0.1061
family,26.6992,16.2301,9.6092,468.1596,0.1205,0.2524,0.0721
price_sensitive,34.4009,7.347,4.5763,36.3271,0.32,0.6236,0.0634
family,28.4287,14.6896,7.839,320.2536,0.4274,0.2365,0.0691
premium,45.8433,30.2841,5.1995,662.6403,0.6818,0.1234,0.0641
premium,49.9612,31.5409,3.1901,403.5675,0.7269,0.1677,0.0322
family,31.64,26.9545,5.5575,260.561,0.2696,0.5006,0.0653
family,37.5175,21.877,8.6128,414.7201,0.4691,0.4798,0.0199
price_sensitive,36.894,13.8677,5.0186,183.7499,0.4764,0.3446,0.1053
digital,25.5334,23.9616,9.6917,150.1778,0.788,0.0611,0.1151
premium,39.8562,35.2665,6.9013,489.8542,0.6628,0.0562,0.063
family,27.0048,16.2861,5.0891,344.2828,0.542,0.3445,0.0671
family,26.2041,32.4197,4.1453,141.7968,0.4834,0.2032,0.0766
digital,26.8969,24.777,9.1635,167.552,0.8832,0.1942,0.1162
