monthly_income_k,debt_ratio,loan_amount_k,credit_history_months,overdue_count,employment_years,home_ownership,loan_purpose,region,default_risk
14.45,0.246,45.8,19,2,8.2,rent,working_capital,south,low
10.89,0.555,10.61,18,2,3.8,mortgage,education,west,high
19.77,0.382,26.01,9,0,6.0,rent,consumer,west,low
10.34,0.621,22.47,44,0,9.2,rent,car,south,low
28.06,0.49,26.77,177,0,6.2,mortgage,education,west,low
11.76,0.02,13.12,225,0,0.0,mortgage,medical,north,low
17.45,0.408,6.6,202,1,12.4,rent,working_capital,west,low
22.46,0.522,18.21,220,3,11.1,mortgage,medical,south,low
21.24,0.433,12.42,45,0,8.9,mortgage,working_capital,north,low
22.93,0.433,12.25,231,0,1.6,mortgage,working_capital,north,low
12.3,0.509,18.51,118,3,19.7,rent,working_capital,east,low
27.71,0.453,43.18,179,0,8.1,rent,car,south,low
23.5,0.249,21.38,178,0,4.5,rent,education,east,low
24.55,0.432,33.71,216,1,9.7,rent,car,south,low
22.28,0.418,30.48,162,1,12.5,rent,education,south,low
30.5,0.29,46.41,48,1,6.8,own,consumer,north,low
10.08,0.358,34.53,236,0,5.7,mortgage,medical,south,low
6.51,0.625,32.56,191,1,10.9,rent,medical,south,low
17.23,0.276,4.96,143,0,0.0,rent,working_capital,west,low
25.78,0.296,35.58,199,2,3.2,rent,working_capital,north,low
26.88,0.297,20.23,111,2,0.0,mortgage,medical,north,low
20.9,0.282,8.93,187,1,1.5,mortgage,consumer,west,low
25.33,0.369,25.85,57,2,0.0,own,car,west,low
22.89,0.185,14.19,36,0,3.8,mortgage,education,west,low
19.43,0.463,20.73,147,1,0.0,rent,car,west,low
20.72,0.598,21.72,110,0,4.0,rent,consumer,east,low
25.95,0.359,22.72,148,4,3.1,rent,medical,east,low
11.29,0.269,32.58,204,2,13.0,mortgage,car,north,high
7.2,0.143,5.45,99,1,10.6,mortgage,consumer,south,low
18.45,0.106,11.85,6,1,0.7,rent,medical,north,low
19.11,0.465,2.0,97,1,4.5,rent,education,north,low
18.35,0.651,22.53,167,0,4.6,rent,medical,west,low
9.55,0.214,31.4,100,1,11.2,mortgage,consumer,east,low
14.36,0.591,12.06,196,1,1.4,rent,working_capital,west,low
15.77,0.547,9.95,7,2,7.4,own,medical,west,low
21.13,0.304,25.05,178,0,10.8,rent,working_capital,west,low
22.1,0.582,10.98,102,0,8.4,mortgage,working_capital,north,low
18.92,0.288,20.4,135,2,9.9,rent,education,north,low
17.22,0.473,3.48,120,2,10.3,rent,car,east,low
22.91,0.479,19.11,9,2,4.1,rent,medical,east,low
27.65,0.885,27.01,231,0,10.6,mortgage,education,east,low
21.63,0.739,15.21,160,3,2.7,rent,education,north,low
15.6,0.072,2.0,24,1,12.8,rent,car,south,low
21.55,0.318,35.58,18,2,6.2,own,car,north,low
32.08,0.259,2.51,197,1,5.3,mortgage,consumer,south,low
10.86,0.496,20.14,208,0,5.7,mortgage,medical,west,low
29.62,0.654,13.56,61,3,9.1,rent,medical,east,low
6.07,0.702,13.36,128,3,12.2,rent,education,south,low
21.86,0.041,34.82,121,1,0.0,own,consumer,south,low
10.62,0.439,16.26,237,1,13.8,mortgage,medical,south,low
29.91,0.407,16.02,26,1,7.9,mortgage,consumer,east,low
17.65,0.635,21.98,203,0,12.5,rent,consumer,west,high
24.82,0.43,22.1,217,1,13.2,rent,working_capital,south,low
30.84,0.698,18.41,227,0,9.2,mortgage,medical,north,low
12.94,0.542,29.63,235,1,9.7,rent,medical,west,low
17.26,0.422,17.65,223,3,10.0,mortgage,working_capital,south,low
25.66,0.202,17.09,99,3,4.7,mortgage,car,west,low
3.63,0.581,24.62,193,0,5.5,mortgage,consumer,south,low
4.41,0.56,2.68,18,0,8.6,mortgage,working_capital,east,high
11.83,0.214,6.44,87,2,10.2,rent,education,north,low
28.56,0.529,33.57,125,0,12.8,mortgage,working_capital,east,low
27.53,0.179,17.33,81,0,9.8,mortgage,consumer,north,low
20.74,0.313,34.92,106,1,8.2,own,working_capital,east,low
13.24,0.304,20.53,147,0,2.4,rent,working_capital,south,low
24.43,0.238,15.77,138,1,2.1,mortgage,medical,south,low
26.28,0.282,12.74,106,0,7.4,mortgage,car,east,low
16.75,0.285,17.44,197,0,4.7,mortgage,consumer,west,low
20.41,0.387,37.32,73,2,1.6,mortgage,education,east,low
12.91,0.374,16.25,44,0,13.8,mortgage,working_capital,east,low
20.74,0.655,10.54,100,1,5.7,rent,car,south,low
16.84,0.251,26.81,112,1,6.4,rent,car,north,low
23.5,0.379,9.88,164,1,4.5,rent,consumer,north,low
16.61,0.544,39.07,191,0,7.0,mortgage,working_capital,north,high
17.22,0.346,10.62,86,1,1.6,rent,working_capital,east,low
20.58,0.406,26.33,132,0,11.8,mortgage,car,east,low
22.37,0.125,28.1,80,0,14.0,rent,education,east,low
16.3,0.419,8.7,28,0,10.7,mortgage,working_capital,south,low
25.09,0.514,31.53,87,1,12.3,own,working_capital,west,low
21.56,0.626,23.87,85,2,9.1,mortgage,education,east,high
11.91,0.188,33.65,73,0,3.8,mortgage,education,east,low
12.02,0.365,28.51,105,0,12.2,mortgage,working_capital,east,low
13.93,0.347,35.47,10,3,4.9,rent,consumer,south,high
17.74,0.494,23.68,64,0,7.1,rent,education,north,low
19.24,0.503,39.02,123,1,8.7,mortgage,car,south,low
23.98,0.294,10.08,50,1,5.8,rent,medical,east,low
10.58,0.397,10.56,188,0,0.0,rent,education,south,low
10.21,0.206,20.67,59,1,13.8,mortgage,medical,north,low
21.2,0.359,9.97,139,2,13.9,rent,working_capital,east,low
21.06,0.464,27.63,197,1,18.4,mortgage,medical,east,low
24.24,0.346,30.99,200,0,7.0,rent,medical,west,low
23.93,0.319,9.42,187,0,0.0,mortgage,education,south,high
6.58,0.481,33.02,60,0,5.3,mortgage,working_capital,west,low
21.05,0.71,23.58,144,2,3.2,own,education,south,low
28.13,0.41,15.9,45,1,12.3,rent,car,west,low
17.77,0.286,40.88,127,3,5.5,mortgage,education,east,high
8.18,0.405,34.19,146,1,2.6,rent,education,east,low
5.23,0.296,4.57,142,2,10.5,rent,consumer,west,high
18.46,0.387,9.85,77,0,3.5,rent,car,south,low
19.98,0.283,27.98,81,0,8.2,rent,working_capital,west,low
6.42,0.169,30.11,185,0,0.0,mortgage,car,south,low
14.92,0.16,6.3,14,0,16.1,mortgage,education,north,low
18.69,0.484,35.05,123,0,8.6,rent,education,north,low
13.62,0.264,28.86,74,1,3.3,own,car,east,low
13.44,0.394,29.03,154,1,6.7,rent,consumer,south,low
22.13,0.136,2.0,140,1,11.6,rent,medical,east,low
31.42,0.549,8.48,124,1,10.3,mortgage,education,south,low
17.78,0.244,14.32,183,2,10.0,rent,education,south,low
25.79,0.294,15.98,186,0,10.8,rent,education,north,low
16.33,0.103,38.88,76,0,0.0,mortgage,consumer,north,low
16.55,0.205,30.24,90,0,13.1,mortgage,consumer,north,low
17.47,0.144,46.48,94,0,0.0,rent,education,north,low
20.01,0.151,8.84,174,1,9.2,rent,working_capital,east,low
14.1,0.506,18.43,187,1,8.7,rent,medical,north,low
12.17,0.208,18.17,226,2,5.5,mortgage,education,south,low
14.07,0.419,31.29,92,3,5.9,own,car,west,low
28.77,0.539,39.71,205,1,7.3,mortgage,education,east,low
8.34,0.18,18.77,108,1,0.0,rent,working_capital,east,low
14.97,0.349,10.2,117,1,8.7,mortgage,education,east,low
25.87,0.243,17.84,164,1,8.6,rent,working_capital,east,low
25.62,0.247,25.65,131,0,5.0,rent,working_capital,east,low
13.2,0.318,28.89,104,1,5.7,own,medical,west,low
15.65,0.759,17.11,61,0,8.8,mortgage,education,south,high
31.62,0.329,4.92,71,1,7.7,rent,working_capital,west,low
11.03,0.349,8.29,136,1,10.1,rent,medical,east,low
13.31,0.223,22.77,64,1,9.0,rent,medical,west,low
16.78,0.469,19.0,143,1,11.3,rent,car,south,low
20.47,0.445,12.28,173,2,5.5,rent,consumer,west,low
33.01,0.02,15.81,154,1,1.0,rent,working_capital,east,low
16.21,0.246,20.3,99,1,5.1,rent,medical,north,low
14.92,0.382,21.79,194,0,6.6,rent,medical,east,low
15.86,0.554,20.83,26,1,8.5,own,working_capital,east,high
10.69,0.585,5.55,167,0,10.5,mortgage,medical,east,low
26.06,0.348,12.37,123,1,3.7,mortgage,education,north,low
5.02,0.524,19.62,199,0,7.8,rent,education,east,low
19.71,0.14,2.0,142,1,1.7,mortgage,working_capital,south,low
16.94,0.193,23.59,57,0,9.0,own,working_capital,north,low
10.92,0.467,23.84,31,0,0.0,rent,education,west,high
23.14,0.156,12.87,213,0,6.4,mortgage,working_capital,east,low
23.23,0.565,36.01,68,0,7.8,own,medical,west,high
4.56,0.486,26.26,28,2,6.9,own,working_capital,west,low
9.7,0.396,25.96,44,0,5.3,mortgage,consumer,south,high
5.7,0.29,18.53,175,1,11.2,own,medical,west,low
23.1,0.306,13.36,167,0,5.2,own,medical,south,low
26.43,0.203,7.3,185,1,9.5,rent,car,south,low
14.94,0.153,3.58,92,0,1.5,own,education,west,low
25.81,0.479,41.17,113,1,8.8,mortgage,working_capital,north,low
21.76,0.174,37.38,60,2,0.0,rent,working_capital,north,low
16.0,0.37,12.82,83,2,8.6,mortgage,working_capital,north,low
13.31,0.266,30.67,196,0,11.7,rent,consumer,north,low
15.0,0.449,14.05,207,1,3.5,own,medical,south,low
8.19,0.347,34.54,32,3,13.4,mortgage,working_capital,north,high
27.97,0.647,31.04,67,1,4.7,mortgage,education,west,low
27.39,0.131,19.96,187,1,6.8,own,car,east,low
18.09,0.422,38.41,72,0,5.4,rent,car,west,high
23.04,0.365,24.4,208,0,3.5,rent,working_capital,east,low
21.74,0.589,21.81,5,0,5.8,rent,medical,north,low
22.32,0.385,26.72,12,2,3.6,own,car,north,low
10.62,0.33,31.59,5,0,13.0,own,consumer,north,low
15.0,0.3,15.64,3,0,9.6,rent,car,east,low
8.12,0.561,23.41,177,2,2.9,mortgage,education,south,low
28.49,0.403,18.52,121,1,0.5,mortgage,consumer,east,high
16.21,0.435,18.42,201,2,1.9,mortgage,working_capital,north,low
7.25,0.53,19.74,173,0,2.6,rent,working_capital,west,low
30.34,0.086,17.22,186,1,9.2,mortgage,consumer,south,low
19.71,0.182,21.94,89,0,0.0,rent,consumer,south,low
4.13,0.459,11.52,104,1,9.5,mortgage,working_capital,east,low
12.77,0.406,24.52,130,2,7.0,rent,medical,south,low
17.03,0.316,10.04,102,0,9.6,rent,medical,south,high
26.37,0.594,13.69,211,1,12.8,mortgage,working_capital,south,low
16.02,0.076,17.71,238,2,4.8,rent,car,south,low
25.29,0.3,21.97,23,2,12.6,mortgage,working_capital,east,low
12.18,0.348,20.02,168,0,5.6,own,working_capital,north,low
15.06,0.542,28.81,147,2,7.3,rent,car,west,low
10.03,0.45,24.25,7,1,8.0,rent,car,south,low
14.46,0.388,8.97,216,2,10.1,rent,medical,south,low
20.06,0.606,8.4,179,1,3.1,mortgage,consumer,east,high
22.44,0.557,22.23,125,3,2.6,rent,education,west,low
8.11,0.338,28.18,96,0,1.0,mortgage,medical,south,low
21.04,0.585,9.67,40,1,3.9,mortgage,consumer,east,high
11.16,0.16,17.44,150,0,3.2,mortgage,medical,south,low
16.49,0.151,14.38,118,2,1.1,rent,consumer,west,low
23.99,0.282,36.15,142,1,7.8,rent,working_capital,west,low
24.52,0.197,12.32,188,1,0.0,rent,car,east,low
31.07,0.256,17.87,224,1,12.5,mortgage,car,north,low
17.15,0.491,17.01,120,0,16.3,rent,medical,east,low
19.16,0.579,23.78,107,0,2.6,mortgage,car,west,low
17.52,0.294,20.13,178,2,10.0,rent,education,north,low
12.82,0.512,21.91,49,1,4.9,own,education,east,low
7.66,0.39,41.89,194,2,1.5,rent,education,west,low
23.48,0.407,26.6,125,0,11.9,mortgage,consumer,south,low
8.27,0.282,23.83,173,3,8.7,rent,medical,west,high
15.71,0.575,24.52,231,0,0.0,mortgage,working_capital,south,low
18.84,0.226,27.93,178,4,4.0,mortgage,medical,west,high
19.62,0.281,34.57,55,2,8.0,rent,consumer,north,low
9.62,0.566,2.0,101,2,8.1,rent,education,east,low
20.0,0.204,28.06,186,0,11.0,rent,car,west,low
10.94,0.514,35.69,90,2,4.2,rent,education,west,high
16.68,0.69,20.07,180,1,0.4,mortgage,car,west,low
11.97,0.293,9.94,222,2,2.9,rent,working_capital,south,low
6.12,0.4,7.85,83,0,2.0,rent,consumer,west,high
31.15,0.765,27.78,198,4,1.2,mortgage,education,north,high
12.2,0.119,31.53,75,2,9.4,own,education,east,low
17.77,0.474,12.34,184,0,19.5,rent,working_capital,south,low
13.24,0.348,16.36,65,0,4.0,mortgage,working_capital,east,low
17.57,0.238,14.61,29,1,6.3,own,education,east,low
19.85,0.429,25.51,139,1,0.2,own,working_capital,west,low
19.59,0.409,17.07,168,0,6.3,mortgage,car,north,low
28.13,0.112,34.42,14,2,9.6,own,education,east,low
9.02,0.174,32.81,146,2,10.8,own,medical,south,low
30.25,0.35,32.31,80,1,4.5,rent,working_capital,north,high
28.9,0.262,18.19,148,0,9.1,mortgage,consumer,north,low
6.3,0.622,28.23,83,1,10.4,mortgage,medical,east,low
13.66,0.148,12.35,96,0,5.8,rent,education,north,low
26.48,0.153,22.82,139,1,13.3,own,consumer,north,low
19.33,0.146,26.95,203,2,13.1,mortgage,consumer,east,low
18.52,0.124,25.24,147,1,9.8,rent,car,north,low
11.57,0.487,10.0,169,1,2.4,mortgage,medical,south,low
26.28,0.418,17.44,22,0,8.7,rent,working_capital,north,low
4.79,0.416,15.91,195,0,2.6,mortgage,car,east,low
10.7,0.219,15.39,98,0,3.5,mortgage,consumer,east,high
23.98,0.596,2.42,4,2,5.4,rent,consumer,north,low
19.32,0.02,17.59,50,1,7.5,mortgage,car,south,low
9.11,0.688,20.15,191,2,11.0,own,car,east,high
34.81,0.401,26.35,36,0,15.4,own,working_capital,east,low
6.5,0.192,7.1,165,1,0.0,mortgage,education,south,low
22.41,0.571,19.19,80,0,0.0,mortgage,medical,north,low
22.03,0.324,23.04,88,4,7.2,own,car,south,low
14.54,0.319,23.94,112,1,0.6,rent,working_capital,south,low
30.82,0.374,27.64,112,1,0.0,rent,consumer,west,low
27.0,0.13,18.91,234,1,5.8,mortgage,car,south,low
24.0,0.431,13.01,149,0,17.4,rent,medical,south,low
30.72,0.601,21.33,24,0,11.8,rent,working_capital,south,low
31.77,0.263,9.03,121,0,12.8,rent,consumer,south,low
24.66,0.172,21.43,178,1,0.0,rent,car,north,low
25.69,0.439,11.87,7,1,5.4,own,education,west,high
11.28,0.559,14.69,99,2,9.7,mortgage,car,south,low
20.63,0.46,28.0,237,0,2.6,mortgage,working_capital,east,low
7.36,0.474,18.83,179,0,5.7,own,car,south,low
13.07,0.54,39.51,197,1,10.8,own,consumer,east,high
3.5,0.743,19.79,186,0,6.8,rent,working_capital,north,low
19.9,0.125,33.56,207,0,4.2,mortgage,medical,east,low
13.63,0.3,5.97,137,3,13.1,own,consumer,north,high
17.24,0.551,43.94,75,0,4.8,mortgage,education,west,low
21.56,0.474,27.83,45,2,12.0,rent,working_capital,west,high
10.5,0.596,9.96,220,1,3.9,rent,consumer,west,low
31.55,0.5,8.16,144,2,7.9,rent,working_capital,west,low
15.66,0.401,15.0,152,3,6.2,own,working_capital,south,low
14.2,0.271,17.56,18,1,4.6,mortgage,car,east,low
21.1,0.513,45.15,45,0,7.1,rent,car,south,low
6.1,0.303,26.47,164,1,2.6,rent,consumer,west,high
14.8,0.34,21.9,239,0,3.7,mortgage,medical,north,low
10.68,0.228,22.64,142,0,1.7,rent,consumer,north,low
26.0,0.341,29.51,180,2,7.5,rent,working_capital,east,low
15.79,0.563,29.07,218,2,6.8,rent,medical,north,low
18.43,0.394,37.22,175,1,7.0,mortgage,car,south,low
14.03,0.543,19.89,69,1,2.3,rent,car,east,high
18.04,0.434,9.67,116,1,10.6,own,consumer,north,low
13.92,0.451,26.41,140,0,0.0,rent,education,east,high
3.98,0.286,25.96,10,2,7.2,rent,consumer,north,low
10.57,0.44,14.57,72,1,5.4,rent,working_capital,south,high
14.15,0.327,10.76,9,0,4.9,mortgage,consumer,south,low
8.46,0.495,28.09,25,1,7.9,mortgage,consumer,east,high
28.11,0.402,25.83,117,1,4.5,mortgage,working_capital,south,low
19.49,0.761,26.66,142,1,8.9,rent,car,west,low
16.96,0.221,20.48,164,1,5.4,rent,car,west,low
19.81,0.587,2.46,126,1,4.3,mortgage,consumer,north,low
26.85,0.454,13.02,239,2,5.8,rent,medical,east,low
28.96,0.385,25.21,131,1,9.0,own,education,west,low
14.81,0.689,17.02,103,0,5.3,mortgage,car,east,low
27.62,0.254,20.96,15,1,7.4,rent,car,west,low
20.12,0.483,21.76,209,0,0.0,mortgage,medical,south,low
28.63,0.518,2.92,82,1,0.0,rent,consumer,north,high
24.32,0.02,48.63,90,1,13.0,rent,working_capital,west,high
16.15,0.582,31.86,60,0,3.6,own,car,north,high
24.8,0.452,22.49,217,1,9.4,rent,consumer,west,low
15.6,0.438,34.75,69,2,7.3,mortgage,car,north,high
19.96,0.435,24.67,175,1,9.0,rent,medical,north,low
23.48,0.493,34.05,124,1,7.7,mortgage,car,south,high
14.41,0.301,34.71,131,1,0.0,mortgage,consumer,east,low
17.43,0.458,12.04,39,0,11.8,rent,car,west,high
15.18,0.716,30.11,209,0,10.5,mortgage,working_capital,north,low
17.61,0.17,7.8,26,0,5.8,mortgage,working_capital,north,low
16.83,0.731,16.33,10,1,10.3,rent,consumer,north,high
13.9,0.42,32.22,221,0,0.0,rent,consumer,east,low
23.92,0.579,22.92,216,1,0.0,mortgage,medical,north,high
25.7,0.548,20.47,95,0,9.7,mortgage,medical,south,low
18.07,0.101,23.05,53,1,11.5,mortgage,consumer,east,low
12.37,0.531,27.67,48,1,3.3,mortgage,education,north,low
21.42,0.382,14.49,134,1,0.5,rent,working_capital,south,low
25.61,0.59,2.0,142,2,17.8,rent,education,west,low
14.16,0.499,15.76,91,1,12.2,rent,working_capital,east,low
16.61,0.374,23.07,13,1,14.7,mortgage,working_capital,west,low
7.81,0.392,29.06,124,0,0.9,rent,consumer,north,low
22.29,0.476,6.02,52,0,0.0,mortgage,medical,west,high
14.61,0.404,16.82,33,2,1.4,rent,car,north,low
27.96,0.085,19.11,215,3,7.7,rent,consumer,east,low
17.0,0.464,26.9,108,0,4.3,mortgage,medical,east,low
22.1,0.111,15.02,31,1,0.6,mortgage,working_capital,east,low
26.87,0.221,10.29,110,0,10.2,rent,working_capital,north,low
27.34,0.056,9.3,102,1,3.0,own,consumer,east,low
15.12,0.207,26.76,51,2,7.1,mortgage,medical,south,low
3.76,0.042,17.15,43,1,9.2,rent,consumer,south,low
13.75,0.02,17.83,161,1,9.2,own,working_capital,south,low
19.38,0.06,17.25,58,1,0.0,own,consumer,west,low
3.5,0.563,28.77,193,0,8.5,rent,working_capital,south,high
24.73,0.284,17.17,86,3,9.6,own,car,east,low
17.23,0.368,15.66,175,1,5.0,rent,car,south,low
30.65,0.65,12.06,184,2,7.1,own,education,east,low
6.69,0.16,7.93,5,1,9.3,rent,working_capital,east,low
27.45,0.279,16.22,4,1,4.1,mortgage,consumer,north,high
24.26,0.396,42.95,83,1,0.0,mortgage,car,west,high
20.26,0.251,17.08,19,0,7.4,mortgage,education,west,low
23.26,0.464,23.98,24,1,3.5,rent,car,south,high
11.86,0.422,7.59,22,1,2.4,own,car,north,low
28.36,0.297,20.12,25,1,6.8,rent,medical,north,high
19.47,0.677,14.35,121,1,2.3,mortgage,working_capital,south,low
19.92,0.448,20.04,232,1,2.2,mortgage,education,west,low
23.21,0.085,16.02,112,1,6.4,rent,medical,south,low
24.24,0.248,16.71,88,2,4.9,rent,working_capital,east,low
18.77,0.528,7.25,70,2,8.4,rent,education,south,low
26.56,0.116,37.78,111,1,12.1,rent,medical,south,low
14.73,0.57,22.45,223,1,8.4,mortgage,medical,south,low
24.76,0.194,9.54,132,3,3.7,mortgage,medical,south,low
15.28,0.372,19.0,18,0,14.7,rent,car,south,high
17.21,0.474,10.18,102,1,12.4,rent,medical,south,low
15.86,0.26,33.28,111,0,2.8,mortgage,car,south,low
19.11,0.445,30.9,178,0,11.8,rent,consumer,north,low
14.65,0.624,26.85,160,0,4.1,rent,car,east,low
11.4,0.487,2.0,34,2,6.4,rent,medical,south,low
20.97,0.404,15.0,158,1,6.8,mortgage,car,south,low
16.35,0.85,11.2,222,0,2.7,mortgage,education,west,low
14.14,0.596,23.5,107,0,7.5,rent,car,east,high
18.23,0.585,33.43,23,0,14.7,rent,working_capital,west,low
18.74,0.057,20.06,171,1,7.9,mortgage,consumer,north,low
17.83,0.631,13.89,145,1,8.7,rent,education,east,low
24.89,0.411,34.82,151,1,2.0,rent,education,south,low
27.85,0.22,31.13,223,3,0.0,mortgage,consumer,north,low
19.06,0.557,25.45,13,0,4.8,mortgage,consumer,south,low
21.41,0.114,21.95,97,1,2.1,rent,education,north,low
9.65,0.532,28.27,136,1,11.1,own,consumer,west,high
16.49,0.043,19.38,73,0,0.0,mortgage,education,north,low
16.71,0.368,21.8,101,1,10.3,rent,working_capital,west,high
3.63,0.372,24.58,199,2,6.8,mortgage,education,north,low
14.36,0.216,9.87,76,0,16.0,rent,consumer,west,low
12.11,0.272,32.66,34,1,0.0,mortgage,working_capital,south,low
25.51,0.149,22.57,15,5,12.6,mortgage,medical,north,low
28.69,0.354,26.48,76,2,1.9,rent,education,west,low
15.58,0.161,24.16,50,4,0.0,mortgage,medical,east,low
20.89,0.245,15.06,171,2,5.2,mortgage,working_capital,north,low
25.06,0.517,25.61,141,1,0.0,rent,consumer,east,low
34.59,0.164,17.24,54,2,0.0,own,working_capital,south,low
16.24,0.441,22.8,29,2,11.8,own,medical,south,high
3.82,0.569,24.58,35,1,6.3,rent,car,west,low
24.72,0.276,35.21,87,2,0.0,rent,car,west,low
16.06,0.414,19.74,100,0,11.5,mortgage,car,north,low
24.35,0.02,30.66,214,1,1.7,rent,working_capital,east,low
19.12,0.613,19.32,43,1,8.7,rent,consumer,west,low
13.2,0.228,16.24,66,1,3.2,rent,medical,south,low
10.71,0.246,29.7,202,2,9.6,mortgage,education,west,low
14.38,0.02,25.19,154,1,9.5,mortgage,working_capital,north,low
20.56,0.24,22.47,31,2,0.0,rent,education,east,low
14.37,0.33,21.31,238,2,3.5,mortgage,medical,north,low
8.07,0.225,18.02,73,0,6.0,mortgage,medical,south,low
9.18,0.501,20.92,47,2,7.4,mortgage,car,south,high
23.56,0.23,12.75,9,2,3.8,own,working_capital,north,low
22.31,0.667,12.21,6,0,8.5,mortgage,working_capital,south,high
26.91,0.091,5.13,137,0,7.0,rent,working_capital,south,low
22.39,0.415,22.21,13,2,2.3,own,medical,north,low
11.27,0.299,30.71,111,1,19.0,mortgage,education,west,low
9.75,0.496,23.9,11,1,0.0,rent,consumer,west,high
20.25,0.559,19.51,48,3,6.2,own,medical,south,high
10.14,0.546,31.08,170,0,9.1,rent,consumer,north,low
16.39,0.68,24.56,226,1,6.1,rent,working_capital,east,low
19.28,0.631,14.39,91,1,0.0,mortgage,working_capital,east,low
26.83,0.372,30.33,179,0,7.6,own,consumer,west,low
17.58,0.383,23.07,201,1,5.4,rent,car,east,low
38.79,0.53,15.38,236,0,0.0,mortgage,consumer,south,low
18.54,0.133,36.6,113,2,10.8,mortgage,medical,north,low
19.75,0.189,2.0,95,2,4.2,own,working_capital,east,low
12.1,0.457,16.88,58,1,2.0,mortgage,medical,north,low
21.49,0.382,20.89,81,1,4.4,rent,car,east,low
26.54,0.334,12.52,122,2,10.8,rent,working_capital,west,low
16.95,0.323,21.91,195,2,2.4,mortgage,working_capital,west,low
10.63,0.295,11.94,114,2,0.0,rent,working_capital,east,low
15.02,0.348,30.89,26,0,6.1,rent,car,west,high
19.3,0.446,15.6,131,2,8.9,mortgage,medical,south,low
8.17,0.64,17.29,222,0,2.6,rent,education,south,low
19.73,0.415,27.05,108,2,4.3,mortgage,working_capital,south,high
16.75,0.358,8.44,6,1,4.0,mortgage,car,east,low
19.41,0.02,25.5,64,1,9.4,mortgage,education,north,low
19.07,0.25,22.3,206,3,11.2,rent,car,north,low
10.9,0.484,29.75,224,0,1.4,rent,medical,north,low
26.78,0.02,45.68,234,1,3.6,rent,consumer,east,low
26.82,0.324,29.8,170,0,10.6,own,working_capital,south,low
31.6,0.486,30.53,31,0,10.6,own,consumer,north,low
22.29,0.293,18.19,84,0,2.5,rent,working_capital,north,high
16.24,0.532,8.57,66,0,7.4,mortgage,medical,south,low
39.32,0.248,23.47,209,1,0.0,mortgage,consumer,west,low
11.19,0.375,37.26,202,1,8.1,rent,consumer,south,low
18.58,0.657,10.1,111,0,5.1,own,medical,east,low
13.52,0.024,28.4,44,2,2.2,mortgage,medical,north,low
21.08,0.67,18.1,152,3,4.4,own,education,east,low
18.28,0.174,24.98,84,3,1.4,mortgage,working_capital,west,low
24.01,0.415,19.71,121,0,14.4,mortgage,medical,south,low
23.88,0.33,12.46,133,2,6.2,rent,education,east,low
28.31,0.451,18.27,102,0,12.2,rent,medical,west,low
10.46,0.453,12.79,11,1,0.0,mortgage,working_capital,east,low
12.87,0.02,31.15,183,0,0.0,rent,medical,north,low
18.37,0.117,3.33,94,0,13.9,mortgage,consumer,north,low
17.99,0.467,3.8,15,0,12.2,mortgage,car,south,low
17.59,0.413,19.7,54,0,5.0,own,working_capital,west,low
15.89,0.488,15.4,178,1,4.1,own,car,south,low
26.73,0.632,3.54,115,0,7.2,rent,working_capital,east,low
16.67,0.199,14.47,20,2,13.0,mortgage,consumer,north,low
18.24,0.273,17.53,87,0,6.4,rent,car,south,low
23.89,0.301,13.55,212,1,7.6,mortgage,medical,south,low
13.99,0.555,37.55,152,0,17.3,rent,education,east,low
23.3,0.34,16.46,177,1,7.4,mortgage,working_capital,east,low
13.83,0.3,6.16,68,2,6.4,mortgage,education,east,low
21.23,0.137,19.54,181,2,0.0,rent,consumer,west,low
25.45,0.486,22.52,87,0,0.6,own,working_capital,west,high
21.07,0.338,31.1,111,0,0.0,mortgage,education,south,low
20.11,0.557,46.19,155,1,15.0,rent,car,north,low
16.14,0.427,19.41,4,0,4.4,mortgage,medical,west,low
22.2,0.292,32.73,145,2,3.6,own,consumer,east,low
26.6,0.285,15.46,70,0,8.0,rent,working_capital,north,low
10.52,0.242,12.78,53,2,0.0,mortgage,medical,west,low
24.97,0.27,18.32,159,1,6.2,mortgage,car,east,low
21.35,0.397,18.96,114,0,0.0,mortgage,medical,north,low
21.11,0.267,8.89,225,2,12.1,rent,consumer,north,low
22.34,0.659,34.55,224,0,7.8,rent,medical,east,low
4.61,0.19,24.22,28,3,0.9,own,medical,west,low
27.96,0.743,27.85,206,0,18.6,mortgage,consumer,south,low
17.55,0.62,13.74,79,0,0.0,mortgage,working_capital,south,low
23.67,0.184,26.46,114,1,5.4,own,consumer,north,low
22.87,0.276,15.45,140,3,7.0,mortgage,education,west,low
18.42,0.522,10.2,87,0,7.5,mortgage,consumer,west,low
7.7,0.512,30.12,77,1,10.3,mortgage,medical,north,low
19.86,0.04,32.38,9,1,5.7,rent,car,south,high
15.91,0.238,11.0,127,2,5.8,rent,consumer,north,low
23.89,0.231,20.7,132,2,0.4,mortgage,medical,north,low
16.8,0.494,24.25,178,1,8.5,rent,car,south,low
23.66,0.045,21.74,56,2,4.0,rent,car,south,low
23.06,0.23,22.71,163,3,1.6,mortgage,education,east,low
18.13,0.454,41.4,39,0,7.8,own,education,south,low
14.91,0.446,17.76,168,0,7.0,rent,working_capital,east,high
19.29,0.552,19.48,19,0,10.3,rent,car,south,high
19.12,0.332,22.25,208,0,0.0,rent,education,east,low
32.22,0.529,40.11,96,0,10.0,mortgage,car,south,low
21.35,0.132,18.58,135,1,6.9,rent,working_capital,east,low
