tenure_months,monthly_fee,support_calls_90d,data_usage_gb,payment_delay_days,satisfaction_score,contract_type,internet_type,city_tier,auto_pay,senior_customer,churn
15,82.7,0,163.58,0,3.54,one_year,fiber,tier_2,yes,no,yes
24,40.46,1,140.43,2,5.51,month_to_month,mobile,tier_2,no,no,no
23,90.18,0,118.85,7,6.79,one_year,fiber,tier_2,no,yes,yes
66,39.46,4,119.18,3,7.9,one_year,fiber,tier_1,no,no,no
7,75.13,3,212.66,1,7.24,month_to_month,mobile,tier_3,no,no,no
19,87.0,0,186.3,2,5.84,month_to_month,mobile,tier_2,yes,yes,yes
48,71.76,0,95.89,4,4.45,month_to_month,fiber,tier_3,yes,yes,yes
63,104.34,1,137.38,4,8.18,two_year,broadband,tier_2,yes,no,no
67,131.66,1,22.77,2,8.64,one_year,broadband,tier_2,yes,no,no
19,92.45,0,147.42,1,6.59,month_to_month,fiber,tier_2,no,no,no
4,139.75,1,126.07,1,5.06,one_year,fiber,tier_2,yes,no,yes
12,88.3,0,68.27,3,7.07,two_year,fiber,tier_2,yes,no,no
48,87.17,1,140.38,1,5.71,one_year,mobile,tier_3,yes,no,no
70,74.53,1,186.69,6,3.34,two_year,fiber,tier_3,yes,no,no
9,55.92,2,123.28,2,6.26,month_to_month,fiber,tier_1,no,no,no
70,82.66,1,130.0,2,6.21,two_year,fiber,tier_3,no,no,no
55,97.0,2,145.98,1,8.23,month_to_month,fiber,tier_2,yes,no,yes
1,78.86,2,187.11,2,8.24,one_year,fiber,tier_1,yes,yes,no
20,87.89,0,77.25,1,6.71,month_to_month,fiber,tier_1,yes,no,no
63,99.89,1,190.61,4,5.95,one_year,broadband,tier_3,yes,no,no
56,84.09,2,164.74,1,7.4,month_to_month,fiber,tier_2,yes,yes,no
40,99.04,0,173.12,3,5.68,two_year,fiber,tier_3,no,no,no
44,66.11,0,121.7,1,6.56,one_year,broadband,tier_2,no,no,no
37,94.89,8,133.0,3,5.76,month_to_month,broadband,tier_3,yes,yes,yes
22,88.65,3,183.56,1,7.49,one_year,broadband,tier_2,no,no,no
61,107.3,4,71.94,4,5.02,two_year,fiber,tier_2,no,no,no
71,84.6,4,183.02,2,4.28,two_year,mobile,tier_1,no,no,no
43,95.2,5,190.05,2,5.95,month_to_month,fiber,tier_1,yes,yes,no
49,38.45,0,124.24,4,9.02,month_to_month,broadband,tier_2,yes,no,no
53,91.17,4,188.9,1,7.38,month_to_month,broadband,tier_1,yes,no,yes
24,100.5,5,49.99,3,4.63,month_to_month,fiber,tier_2,no,yes,no
44,99.75,1,173.77,2,5.81,month_to_month,broadband,tier_2,no,no,no
69,86.6,2,131.41,3,7.5,two_year,broadband,tier_2,no,no,no
5,96.95,1,134.54,3,7.73,month_to_month,broadband,tier_1,yes,yes,no
7,134.43,0,100.82,3,8.43,two_year,fiber,tier_3,yes,no,yes
69,89.45,6,199.91,2,5.88,month_to_month,broadband,tier_1,yes,no,no
7,62.53,1,95.17,3,7.29,month_to_month,mobile,tier_3,no,yes,no
41,115.98,0,157.82,1,4.35,one_year,mobile,tier_2,yes,no,no
3,101.84,3,171.51,0,8.02,month_to_month,broadband,tier_1,no,no,yes
63,84.57,4,70.27,2,6.36,one_year,fiber,tier_2,no,no,no
54,93.06,0,216.53,5,6.8,month_to_month,fiber,tier_2,yes,no,no
57,74.76,4,128.91,1,6.34,one_year,fiber,tier_2,no,no,no
28,48.66,0,163.61,4,5.52,month_to_month,broadband,tier_1,yes,yes,yes
9,125.63,4,212.6,1,7.41,one_year,fiber,tier_3,no,no,yes
47,79.96,0,142.55,2,6.81,month_to_month,fiber,tier_2,yes,no,no
46,152.99,1,148.16,2,7.08,month_to_month,broadband,tier_2,yes,yes,yes
52,86.36,0,72.4,1,6.08,month_to_month,broadband,tier_2,yes,yes,yes
37,107.93,2,97.84,1,7.2,two_year,fiber,tier_2,yes,no,yes
37,86.37,4,140.43,4,5.1,one_year,broadband,tier_3,no,no,no
8,110.26,0,121.81,3,6.57,month_to_month,mobile,tier_2,yes,no,yes
68,67.41,3,133.55,4,6.54,month_to_month,fiber,tier_1,no,no,no
63,91.84,1,201.94,3,7.01,two_year,broadband,tier_2,no,no,no
28,88.95,1,124.28,3,7.63,one_year,broadband,tier_2,no,no,yes
33,82.68,2,172.61,2,6.41,one_year,fiber,tier_1,yes,no,no
51,75.62,1,103.31,2,5.05,month_to_month,broadband,tier_1,yes,no,no
32,95.43,2,136.77,1,6.01,one_year,mobile,tier_3,yes,no,no
64,84.84,0,88.58,1,4.03,two_year,fiber,tier_1,no,no,no
70,93.68,2,147.6,6,6.86,month_to_month,broadband,tier_1,yes,yes,yes
17,90.5,5,35.74,3,2.07,two_year,broadband,tier_3,yes,no,no
32,59.61,1,204.3,0,5.92,two_year,fiber,tier_3,yes,no,no
47,112.91,1,152.33,2,5.27,one_year,fiber,tier_2,no,no,no
39,59.01,4,95.47,1,7.07,one_year,mobile,tier_3,yes,no,no
36,83.99,0,59.69,3,4.93,one_year,broadband,tier_3,yes,no,no
53,78.62,2,95.0,1,5.0,month_to_month,mobile,tier_3,no,no,yes
68,80.58,3,99.11,2,6.2,month_to_month,broadband,tier_2,yes,yes,no
66,75.43,0,199.71,4,7.44,one_year,fiber,tier_2,yes,no,no
4,104.56,0,80.8,5,7.23,one_year,broadband,tier_3,yes,no,yes
63,61.43,0,218.28,3,8.41,month_to_month,fiber,tier_1,yes,no,no
14,90.43,1,177.85,0,6.01,one_year,fiber,tier_1,yes,no,no
60,116.04,1,109.35,0,7.45,month_to_month,broadband,tier_2,no,no,yes
9,100.48,1,85.34,2,6.03,month_to_month,broadband,tier_2,yes,no,no
53,93.15,3,103.89,1,7.5,month_to_month,mobile,tier_2,yes,no,yes
68,61.63,2,170.25,8,5.31,month_to_month,broadband,tier_3,no,yes,no
55,97.67,1,74.3,1,7.54,one_year,mobile,tier_2,yes,no,no
13,91.3,0,171.33,2,6.91,month_to_month,fiber,tier_2,yes,yes,yes
57,93.89,2,118.41,4,7.13,month_to_month,broadband,tier_3,yes,no,no
4,89.87,3,111.52,3,5.75,month_to_month,fiber,tier_1,yes,yes,yes
3,71.98,3,98.1,4,9.16,month_to_month,mobile,tier_2,yes,no,no
33,79.36,2,96.29,5,6.1,month_to_month,fiber,tier_3,no,yes,no
33,102.84,3,76.98,3,6.51,month_to_month,mobile,tier_3,no,no,no
14,115.39,2,105.86,1,6.36,month_to_month,broadband,tier_1,yes,no,no
6,88.74,2,115.38,3,5.45,one_year,fiber,tier_3,no,yes,no
59,94.94,0,212.45,4,6.54,month_to_month,broadband,tier_3,yes,no,no
34,68.52,0,177.48,2,6.34,one_year,fiber,tier_3,no,no,no
45,54.36,3,167.45,2,6.23,two_year,fiber,tier_3,yes,yes,no
16,87.99,1,98.22,2,6.54,month_to_month,broadband,tier_2,no,no,yes
2,73.88,0,209.1,3,3.95,month_to_month,broadband,tier_2,no,no,yes
34,58.58,3,131.11,3,4.86,month_to_month,fiber,tier_3,yes,no,no
60,113.66,4,176.37,2,5.92,one_year,fiber,tier_3,yes,no,yes
31,88.51,1,140.97,6,1.27,one_year,broadband,tier_1,yes,yes,yes
35,72.44,1,55.17,5,6.75,month_to_month,fiber,tier_2,no,yes,no
38,102.35,2,169.1,2,6.08,one_year,broadband,tier_3,yes,no,yes
22,78.9,2,8.0,2,5.99,one_year,broadband,tier_2,no,no,no
1,84.16,2,175.89,2,8.25,month_to_month,fiber,tier_1,no,no,no
54,66.11,3,96.86,0,6.53,month_to_month,broadband,tier_2,no,no,no
41,82.83,1,94.84,4,5.07,two_year,broadband,tier_3,no,no,no
52,52.01,1,149.03,2,7.15,two_year,fiber,tier_2,no,no,no
69,81.43,1,108.22,2,5.14,two_year,broadband,tier_1,yes,no,no
3,91.72,2,156.87,1,5.07,two_year,fiber,tier_1,no,yes,yes
41,57.97,3,93.14,0,6.44,month_to_month,fiber,tier_1,yes,yes,no
21,58.82,1,124.49,2,5.61,two_year,broadband,tier_1,yes,yes,no
65,77.03,0,211.7,3,5.33,one_year,fiber,tier_2,yes,no,no
63,82.98,1,113.11,2,4.72,two_year,broadband,tier_3,yes,no,no
5,65.71,1,81.7,0,4.39,month_to_month,broadband,tier_1,yes,no,yes
21,107.28,3,211.02,4,7.0,two_year,fiber,tier_3,no,no,yes
53,79.27,2,70.88,4,2.38,month_to_month,fiber,tier_2,yes,yes,no
70,108.41,3,180.92,3,9.4,one_year,mobile,tier_3,yes,no,no
61,70.27,2,118.45,4,4.67,month_to_month,fiber,tier_1,yes,no,no
45,96.33,1,175.21,1,8.27,one_year,fiber,tier_2,yes,no,no
60,93.46,1,115.61,6,3.24,month_to_month,broadband,tier_1,yes,no,no
45,53.13,1,118.85,2,6.35,two_year,fiber,tier_1,yes,no,no
54,95.12,2,161.41,2,6.01,one_year,broadband,tier_3,yes,no,no
3,90.19,2,167.1,2,5.46,two_year,mobile,tier_3,yes,yes,yes
19,122.59,2,86.59,2,5.81,two_year,mobile,tier_2,yes,no,no
47,88.54,2,151.85,3,6.48,two_year,fiber,tier_3,no,yes,no
42,107.45,4,127.92,2,6.59,month_to_month,fiber,tier_1,yes,yes,yes
32,84.31,0,152.71,1,3.86,one_year,fiber,tier_1,yes,no,no
55,97.58,1,124.95,3,5.96,one_year,broadband,tier_2,no,no,no
50,69.73,3,166.02,3,7.28,month_to_month,broadband,tier_2,no,no,yes
31,116.12,5,108.15,3,9.19,one_year,fiber,tier_1,no,no,no
50,72.4,2,68.81,2,8.55,one_year,fiber,tier_1,no,no,no
45,87.86,5,123.41,0,5.8,one_year,fiber,tier_2,no,no,yes
34,125.02,1,183.45,4,3.56,month_to_month,fiber,tier_3,yes,no,no
49,79.6,1,107.46,3,3.63,one_year,fiber,tier_2,yes,no,no
66,80.08,3,56.97,3,7.08,two_year,fiber,tier_2,no,no,no
29,52.11,0,141.39,1,3.66,one_year,fiber,tier_2,yes,yes,yes
68,90.5,0,221.77,5,8.01,month_to_month,mobile,tier_2,no,no,no
65,95.19,1,204.04,1,5.89,month_to_month,mobile,tier_1,yes,yes,yes
26,60.13,1,149.96,2,3.41,month_to_month,fiber,tier_2,yes,no,no
13,106.72,3,97.31,3,6.25,month_to_month,broadband,tier_1,no,no,yes
28,75.28,0,115.51,1,7.07,one_year,fiber,tier_3,no,no,no
59,98.74,0,170.52,3,5.67,one_year,mobile,tier_1,no,no,no
49,84.72,2,60.06,4,7.7,two_year,broadband,tier_3,no,no,no
27,111.13,0,157.49,3,8.22,one_year,broadband,tier_3,yes,no,yes
52,76.09,3,118.96,5,6.24,two_year,fiber,tier_2,yes,no,yes
7,68.71,1,93.06,2,4.59,month_to_month,broadband,tier_1,no,yes,no
59,85.03,2,109.38,5,6.54,one_year,broadband,tier_1,yes,no,no
33,91.34,1,138.64,4,8.28,one_year,broadband,tier_3,no,yes,no
55,114.42,0,144.22,4,6.4,month_to_month,fiber,tier_2,yes,no,no
63,91.24,4,136.99,3,4.49,month_to_month,broadband,tier_3,yes,no,yes
45,73.36,2,82.07,5,8.35,month_to_month,mobile,tier_3,yes,no,no
44,144.28,2,142.59,1,3.01,one_year,fiber,tier_2,yes,no,yes
4,101.37,3,138.16,2,4.68,two_year,broadband,tier_2,no,no,yes
32,86.99,3,111.31,4,5.2,month_to_month,broadband,tier_2,no,no,yes
41,70.78,0,149.22,1,6.29,one_year,fiber,tier_1,yes,no,no
5,92.42,2,155.49,5,3.58,one_year,broadband,tier_2,yes,no,yes
17,83.49,2,130.27,0,5.51,one_year,mobile,tier_3,no,no,no
14,72.76,2,135.38,2,6.04,two_year,fiber,tier_2,no,yes,yes
34,93.85,2,125.7,2,6.15,month_to_month,broadband,tier_2,yes,no,yes
14,102.84,0,95.21,3,6.52,month_to_month,broadband,tier_1,yes,no,no
64,92.32,2,174.55,0,5.51,two_year,broadband,tier_2,yes,no,no
52,64.66,2,44.47,1,4.45,month_to_month,mobile,tier_1,yes,no,no
24,101.0,3,109.17,1,6.16,one_year,broadband,tier_3,no,no,yes
27,68.89,1,148.38,0,5.33,month_to_month,fiber,tier_2,yes,no,no
9,97.76,5,83.63,1,6.01,two_year,fiber,tier_2,yes,no,yes
38,52.32,1,146.17,1,5.98,two_year,broadband,tier_1,yes,yes,no
38,91.46,0,122.61,2,7.2,two_year,fiber,tier_1,yes,no,no
17,98.54,1,172.26,1,7.83,two_year,broadband,tier_2,no,no,no
15,109.29,3,134.54,2,3.86,month_to_month,broadband,tier_1,no,no,no
63,75.71,2,102.26,3,6.76,month_to_month,mobile,tier_3,no,no,no
36,88.6,2,254.3,4,4.23,two_year,fiber,tier_3,yes,yes,no
47,93.77,1,148.03,1,4.94,month_to_month,fiber,tier_1,no,yes,no
26,101.38,2,128.04,1,4.91,one_year,broadband,tier_3,no,no,no
6,78.86,0,173.52,4,5.47,two_year,fiber,tier_2,no,no,yes
66,104.0,1,176.82,3,5.68,month_to_month,fiber,tier_3,yes,no,no
53,84.55,1,141.08,1,9.33,one_year,fiber,tier_1,yes,no,no
20,69.35,2,75.87,1,7.03,month_to_month,broadband,tier_1,yes,no,no
5,94.92,3,131.22,0,5.86,one_year,mobile,tier_2,no,no,yes
36,61.38,1,40.37,7,5.99,two_year,fiber,tier_2,yes,no,no
26,74.39,2,131.67,0,7.52,one_year,broadband,tier_3,no,no,no
1,101.83,4,177.76,5,5.41,one_year,fiber,tier_2,yes,yes,yes
23,82.88,1,50.86,1,6.39,month_to_month,broadband,tier_1,yes,no,no
38,140.95,2,233.92,4,4.03,one_year,mobile,tier_2,no,no,yes
59,86.87,3,186.21,0,6.68,month_to_month,fiber,tier_2,yes,yes,no
9,106.61,2,124.05,3,7.97,one_year,broadband,tier_3,no,no,yes
65,71.0,2,135.65,2,6.72,one_year,fiber,tier_1,yes,no,no
52,99.74,2,143.58,3,5.65,one_year,fiber,tier_2,yes,no,no
64,83.91,2,228.78,2,6.12,one_year,mobile,tier_2,yes,no,no
2,83.61,1,140.26,3,7.03,month_to_month,fiber,tier_2,yes,no,yes
11,115.58,4,140.23,2,7.69,month_to_month,fiber,tier_3,no,no,yes
17,72.44,3,203.65,6,5.75,one_year,broadband,tier_2,no,no,yes
7,71.85,2,107.58,0,6.57,month_to_month,broadband,tier_3,yes,no,yes
45,99.85,3,195.88,3,8.33,month_to_month,fiber,tier_2,yes,yes,yes
37,112.81,3,173.87,1,6.14,one_year,mobile,tier_3,yes,yes,no
48,80.12,0,90.12,0,5.96,one_year,fiber,tier_1,no,no,no
12,84.45,1,102.25,2,7.35,one_year,fiber,tier_3,yes,no,no
46,96.91,1,167.76,1,7.78,two_year,fiber,tier_2,yes,no,no
71,96.68,3,109.9,1,6.69,two_year,fiber,tier_2,yes,no,yes
20,62.81,3,56.12,2,7.86,two_year,mobile,tier_3,yes,no,no
56,90.44,1,72.82,2,7.0,month_to_month,fiber,tier_2,yes,no,no
17,87.19,2,114.58,4,7.09,month_to_month,broadband,tier_2,no,no,no
47,152.19,0,123.19,5,4.69,month_to_month,fiber,tier_1,yes,no,no
12,89.45,2,87.85,3,2.71,one_year,fiber,tier_3,yes,no,yes
26,52.06,2,101.94,2,7.7,month_to_month,broadband,tier_3,no,no,no
20,65.98,3,123.34,2,6.6,month_to_month,fiber,tier_2,no,yes,no
71,69.38,0,78.65,2,6.86,month_to_month,broadband,tier_1,no,no,no
9,66.92,3,114.66,2,6.06,month_to_month,mobile,tier_2,yes,no,no
57,81.84,0,176.83,4,6.7,month_to_month,fiber,tier_3,yes,no,no
6,148.31,1,105.44,5,5.58,one_year,mobile,tier_3,no,no,yes
23,74.88,5,134.11,4,6.05,month_to_month,fiber,tier_3,yes,no,yes
43,57.33,1,131.03,4,6.37,month_to_month,mobile,tier_2,yes,no,yes
33,101.47,1,85.3,1,7.12,two_year,fiber,tier_3,yes,yes,no
22,50.38,4,130.89,1,7.12,one_year,fiber,tier_3,yes,yes,no
42,86.11,0,100.91,2,7.42,month_to_month,fiber,tier_2,no,no,no
13,97.99,2,121.76,0,7.14,month_to_month,fiber,tier_2,yes,no,no
65,84.59,1,163.08,3,6.37,one_year,fiber,tier_2,yes,no,no
50,74.94,4,105.44,4,4.12,month_to_month,mobile,tier_2,yes,no,no
57,82.55,3,135.65,5,8.06,one_year,broadband,tier_1,yes,no,yes
65,114.67,1,153.52,4,6.77,month_to_month,fiber,tier_2,yes,no,no
61,86.06,2,78.71,3,8.07,month_to_month,fiber,tier_2,no,no,no
23,45.4,1,52.4,2,7.27,month_to_month,broadband,tier_1,yes,no,yes
46,91.48,5,115.05,1,5.12,one_year,fiber,tier_2,yes,no,no
53,59.61,2,63.1,1,6.78,one_year,fiber,tier_3,yes,no,no
24,102.11,1,162.73,2,6.85,month_to_month,broadband,tier_3,yes,no,yes
1,63.0,1,109.63,3,4.27,month_to_month,fiber,tier_2,yes,no,yes
24,64.56,1,85.73,1,6.39,one_year,broadband,tier_3,yes,no,yes
39,92.21,2,71.26,4,5.92,month_to_month,broadband,tier_2,no,no,no
37,84.86,3,28.81,1,5.21,month_to_month,fiber,tier_2,no,no,yes
32,56.87,1,48.98,3,6.41,month_to_month,broadband,tier_2,yes,no,no
3,93.97,2,177.23,2,7.58,two_year,fiber,tier_2,no,no,yes
54,99.68,0,106.93,3,5.95,one_year,mobile,tier_2,yes,yes,no
37,89.39,2,159.51,3,7.92,month_to_month,fiber,tier_2,yes,no,no
62,122.25,3,144.56,4,7.85,two_year,fiber,tier_1,no,no,no
61,66.82,3,99.39,2,9.34,one_year,mobile,tier_3,no,yes,no
62,74.83,2,142.77,4,5.7,one_year,broadband,tier_2,yes,no,no
59,85.69,0,79.01,4,4.97,month_to_month,broadband,tier_3,yes,no,no
31,106.12,3,156.33,1,3.26,two_year,fiber,tier_3,yes,no,yes
36,77.38,1,174.41,2,6.78,month_to_month,mobile,tier_2,yes,no,no
53,128.39,0,135.95,0,7.62,month_to_month,mobile,tier_1,yes,no,no
16,73.96,1,135.01,3,6.07,one_year,mobile,tier_2,yes,no,no
18,87.8,2,71.29,3,6.65,month_to_month,fiber,tier_2,yes,yes,no
30,99.9,1,200.08,0,4.36,month_to_month,fiber,tier_2,no,no,yes
5,93.34,2,163.7,2,7.44,one_year,mobile,tier_2,yes,no,yes
53,82.07,1,103.96,4,6.94,two_year,mobile,tier_2,yes,no,no
47,96.18,2,39.99,2,2.54,month_to_month,broadband,tier_1,no,no,yes
56,53.55,0,110.98,4,3.62,month_to_month,mobile,tier_3,no,no,no
56,63.55,4,131.09,1,7.59,month_to_month,fiber,tier_2,yes,no,yes
52,94.93,4,127.33,0,7.58,month_to_month,broadband,tier_3,yes,no,no
5,28.85,0,142.66,6,6.92,one_year,broadband,tier_2,yes,no,no
50,82.61,2,56.71,2,5.96,one_year,broadband,tier_2,no,no,no
18,97.45,3,111.18,1,5.87,one_year,fiber,tier_1,yes,yes,no
34,81.37,4,187.85,1,6.88,month_to_month,fiber,tier_1,yes,yes,yes
23,88.41,1,195.68,3,6.81,one_year,fiber,tier_2,no,no,no
14,108.5,2,147.41,6,7.68,one_year,fiber,tier_3,no,no,yes
28,106.02,0,141.0,3,8.68,month_to_month,fiber,tier_1,yes,no,no
23,72.98,1,194.55,2,5.12,one_year,broadband,tier_2,yes,no,no
67,117.65,4,99.1,4,7.34,one_year,mobile,tier_3,yes,yes,yes
15,97.69,0,208.28,0,8.08,month_to_month,broadband,tier_2,yes,no,yes
41,105.01,4,124.58,3,4.47,two_year,mobile,tier_2,no,no,yes
35,54.94,0,119.77,3,5.65,one_year,broadband,tier_3,no,no,yes
62,85.03,5,99.81,1,9.6,month_to_month,fiber,tier_3,no,no,yes
1,108.36,3,184.5,0,6.92,one_year,broadband,tier_2,no,yes,no
1,73.57,0,118.79,0,6.77,one_year,fiber,tier_3,yes,no,yes
18,87.28,1,130.39,0,9.37,one_year,fiber,tier_3,yes,yes,yes
58,81.76,4,154.6,2,3.54,two_year,fiber,tier_2,no,no,yes
63,99.38,1,128.35,2,6.13,two_year,mobile,tier_3,no,no,no
26,70.09,2,229.34,1,5.92,one_year,fiber,tier_2,yes,no,no
50,45.14,4,80.31,4,9.25,one_year,fiber,tier_3,no,no,no
44,117.25,4,137.51,2,5.68,one_year,broadband,tier_3,no,no,yes
10,114.21,3,104.1,1,3.98,one_year,broadband,tier_3,yes,no,yes
47,80.11,1,176.41,1,7.29,one_year,broadband,tier_2,no,no,no
60,87.58,1,207.1,1,8.81,one_year,broadband,tier_3,yes,no,no
46,92.59,3,109.05,6,6.53,one_year,mobile,tier_2,no,no,yes
64,71.47,5,128.49,2,9.04,month_to_month,fiber,tier_3,yes,no,yes
10,67.03,1,162.55,0,4.3,one_year,broadband,tier_3,yes,no,yes
25,81.55,0,178.82,0,5.91,two_year,fiber,tier_2,no,no,no
12,31.54,0,134.57,1,5.42,month_to_month,fiber,tier_3,yes,no,no
32,80.94,1,163.37,2,5.69,one_year,fiber,tier_1,no,no,no
55,75.85,2,219.83,2,7.98,two_year,broadband,tier_1,yes,no,no
44,77.25,2,181.74,2,8.85,month_to_month,fiber,tier_3,no,no,yes
41,104.82,2,98.66,2,6.49,month_to_month,fiber,tier_3,yes,no,no
41,74.36,4,148.96,1,8.77,month_to_month,broadband,tier_3,yes,no,yes
12,98.91,2,194.05,2,7.05,month_to_month,broadband,tier_3,yes,no,no
37,81.89,0,137.65,0,8.04,one_year,broadband,tier_3,yes,no,no
20,94.11,1,110.79,3,8.32,one_year,fiber,tier_2,yes,no,no
42,71.45,1,196.55,2,9.17,one_year,broadband,tier_3,no,no,yes
11,85.15,0,115.79,5,6.79,one_year,broadband,tier_2,yes,no,no
40,123.7,0,184.48,1,6.28,one_year,fiber,tier_3,yes,no,no
31,87.27,3,46.34,4,7.14,month_to_month,fiber,tier_3,yes,no,yes
39,90.61,4,100.8,2,6.41,month_to_month,mobile,tier_3,yes,no,yes
52,90.29,0,122.75,2,5.68,one_year,broadband,tier_3,no,no,no
18,118.57,4,148.65,1,3.4,month_to_month,fiber,tier_2,yes,no,yes
56,77.3,1,116.93,5,7.69,two_year,broadband,tier_3,no,yes,no
52,85.04,1,153.87,3,7.71,month_to_month,broadband,tier_3,no,no,no
37,103.67,2,174.27,1,1.71,month_to_month,fiber,tier_1,no,no,no
64,89.63,0,90.93,3,6.95,month_to_month,broadband,tier_2,no,no,yes
47,110.93,4,138.68,2,7.8,one_year,fiber,tier_2,yes,no,yes
47,118.38,1,191.36,3,7.19,month_to_month,broadband,tier_2,yes,no,yes
19,94.29,1,131.98,4,7.35,month_to_month,broadband,tier_1,yes,no,yes
70,60.96,0,154.55,1,5.56,one_year,fiber,tier_2,yes,no,no
21,105.47,1,113.22,0,7.9,month_to_month,mobile,tier_3,no,yes,no
21,117.12,3,135.65,4,6.2,one_year,fiber,tier_3,yes,no,yes
45,84.31,4,58.47,1,1.84,month_to_month,fiber,tier_2,yes,no,yes
5,83.95,2,183.95,4,7.27,month_to_month,fiber,tier_2,no,no,yes
33,121.85,1,110.22,4,5.3,month_to_month,fiber,tier_3,no,no,yes
59,50.82,2,125.24,2,5.26,two_year,fiber,tier_3,no,no,no
10,120.52,4,99.84,7,6.72,month_to_month,broadband,tier_2,yes,no,no
50,46.14,2,149.62,6,6.15,one_year,fiber,tier_1,yes,no,no
15,106.12,3,61.01,5,6.52,month_to_month,fiber,tier_2,yes,no,no
60,72.68,3,56.26,0,7.12,month_to_month,broadband,tier_2,no,yes,yes
16,101.44,3,149.86,2,7.24,month_to_month,mobile,tier_2,no,no,yes
33,96.16,3,150.31,0,5.91,month_to_month,fiber,tier_2,yes,no,yes
9,88.36,1,167.99,4,4.84,month_to_month,mobile,tier_3,no,no,yes
32,67.19,2,174.26,2,4.23,two_year,broadband,tier_1,no,no,no
2,70.06,4,100.6,1,5.78,one_year,fiber,tier_3,yes,no,yes
1,82.33,1,125.22,2,7.94,two_year,fiber,tier_1,no,no,yes
41,91.28,2,126.43,2,5.17,month_to_month,mobile,tier_2,yes,yes,no
3,64.96,4,87.03,1,6.56,month_to_month,broadband,tier_2,no,no,yes
30,81.44,1,107.71,6,5.71,month_to_month,broadband,tier_2,yes,yes,yes
21,75.72,1,221.24,0,5.77,month_to_month,mobile,tier_2,yes,no,yes
4,117.64,3,161.54,1,7.31,month_to_month,fiber,tier_2,yes,yes,yes
23,107.97,1,101.57,5,6.66,month_to_month,fiber,tier_2,no,yes,yes
66,127.7,1,112.16,0,5.84,month_to_month,broadband,tier_2,no,no,no
61,116.84,2,177.55,6,7.12,month_to_month,broadband,tier_3,yes,no,no
32,111.8,1,209.86,2,4.44,two_year,broadband,tier_3,yes,no,no
22,99.26,1,102.52,0,4.54,two_year,broadband,tier_2,yes,no,no
50,98.63,1,99.0,1,2.19,two_year,broadband,tier_2,no,no,yes
40,82.73,1,190.89,1,4.65,month_to_month,fiber,tier_1,no,no,yes
66,114.36,2,136.11,3,6.31,one_year,fiber,tier_3,no,no,no
67,43.32,1,105.95,3,7.83,month_to_month,broadband,tier_3,no,no,no
5,72.22,0,223.97,3,6.65,one_year,fiber,tier_1,no,no,no
5,120.37,3,143.8,4,7.37,one_year,mobile,tier_3,no,no,yes
32,89.29,2,123.38,2,5.56,one_year,broadband,tier_3,yes,no,no
68,91.38,1,119.42,3,4.81,one_year,fiber,tier_1,no,no,no
51,64.55,1,89.46,3,5.75,two_year,fiber,tier_1,yes,yes,no
11,89.01,1,138.54,1,7.54,one_year,fiber,tier_1,no,no,no
6,81.29,1,197.05,4,6.07,one_year,mobile,tier_3,no,no,no
51,92.67,4,151.47,6,4.03,month_to_month,fiber,tier_2,no,no,yes
32,59.95,0,131.87,0,4.44,month_to_month,broadband,tier_2,no,yes,yes
46,121.19,0,132.03,0,8.74,two_year,fiber,tier_3,yes,no,yes
9,54.24,0,90.48,3,5.52,month_to_month,broadband,tier_2,yes,no,yes
29,25.0,2,112.19,2,8.13,month_to_month,fiber,tier_1,no,no,yes
11,86.0,2,138.78,1,4.06,month_to_month,broadband,tier_2,yes,yes,yes
41,80.61,3,91.6,0,7.19,month_to_month,fiber,tier_3,yes,no,yes
45,121.73,2,96.71,2,6.2,month_to_month,fiber,tier_1,yes,no,no
45,129.12,2,114.08,3,4.17,month_to_month,broadband,tier_3,yes,no,yes
66,57.46,0,163.89,4,4.11,one_year,fiber,tier_3,yes,yes,no
6,85.16,1,189.41,2,7.89,one_year,mobile,tier_2,yes,no,no
64,114.83,1,124.87,1,5.79,month_to_month,broadband,tier_1,yes,no,no
8,125.64,2,124.92,5,9.13,month_to_month,mobile,tier_1,no,no,no
52,135.03,0,128.4,4,6.31,month_to_month,broadband,tier_3,no,no,yes
31,132.25,3,101.35,1,5.65,month_to_month,broadband,tier_2,no,no,yes
32,144.23,3,130.96,1,7.89,two_year,broadband,tier_3,yes,no,no
63,45.02,1,165.23,2,5.3,month_to_month,fiber,tier_1,no,no,yes
58,93.81,3,162.44,1,7.85,month_to_month,broadband,tier_3,no,yes,no
43,95.73,3,133.55,1,7.87,one_year,mobile,tier_2,yes,no,no
5,104.03,0,66.5,4,7.16,month_to_month,broadband,tier_1,no,yes,yes
58,117.45,2,39.05,1,5.29,one_year,broadband,tier_3,yes,no,yes
36,103.07,2,131.48,4,7.31,month_to_month,broadband,tier_3,no,no,no
9,63.23,2,88.6,2,5.29,month_to_month,fiber,tier_3,no,no,no
54,97.98,1,95.82,3,8.81,one_year,broadband,tier_2,no,no,no
68,82.41,1,15.4,1,6.13,two_year,fiber,tier_2,no,yes,yes
65,57.67,5,179.09,0,6.82,month_to_month,broadband,tier_2,yes,no,yes
29,99.07,3,154.71,5,6.3,month_to_month,broadband,tier_1,yes,no,yes
20,96.36,3,97.54,1,7.7,month_to_month,fiber,tier_1,no,no,no
29,98.46,0,144.11,0,7.83,one_year,broadband,tier_2,yes,no,no
