claim_amount_k,claim_delay_days,policy_tenure_months,prior_claims,vehicle_age_years,premium_delay_days,accident_severity,repair_shop_type,police_report,night_accident,province,fraud_label
19.58,8,85,0,4,7,minor,network,no,yes,west,legit
23.93,7,15,1,7,4,minor,network,yes,no,west,legit
17.16,4,32,2,2,4,moderate,outside,yes,no,north,legit
9.46,10,5,1,14,2,minor,network,yes,yes,south,fraud
40.33,6,108,0,9,5,minor,network,yes,no,north,legit
13.53,7,33,1,6,2,minor,network,yes,no,west,legit
18.11,11,89,2,4,3,minor,network,no,no,south,fraud
23.21,4,71,1,9,2,moderate,network,yes,no,west,legit
14.67,7,97,1,8,1,moderate,network,yes,yes,south,legit
26.14,2,114,3,1,4,moderate,outside,yes,no,east,legit
39.57,8,25,0,10,2,moderate,network,yes,no,south,legit
15.19,4,88,0,8,5,minor,outside,no,yes,west,legit
27.5,2,57,3,3,3,minor,outside,yes,no,west,legit
15.6,6,9,0,2,4,minor,network,yes,no,east,legit
18.31,12,100,0,15,6,major,outside,yes,no,east,legit
18.72,5,88,1,5,2,minor,network,no,yes,east,legit
1.13,7,74,1,12,2,minor,outside,yes,no,south,legit
5.69,9,14,1,7,3,moderate,outside,yes,no,west,legit
0.8,4,1,0,10,6,minor,network,no,no,east,fraud
23.29,4,113,1,3,6,minor,network,no,no,west,fraud
11.24,8,29,1,4,2,major,network,yes,no,south,legit
14.84,10,51,1,11,5,minor,network,no,yes,west,legit
3.87,8,56,0,5,3,minor,network,yes,no,south,legit
15.8,4,5,1,0,2,minor,network,yes,no,west,legit
9.74,7,62,0,10,2,moderate,network,yes,no,east,legit
15.7,3,21,0,9,1,minor,outside,yes,no,south,legit
34.74,5,29,0,3,3,minor,outside,yes,no,west,fraud
27.79,6,65,1,6,6,minor,outside,yes,yes,north,fraud
26.93,8,27,1,5,4,major,network,yes,no,south,legit
3.36,7,86,3,13,2,major,network,no,no,south,legit
2.29,4,95,0,5,2,moderate,network,yes,no,west,legit
29.92,15,107,2,2,7,minor,network,yes,yes,east,fraud
34.38,4,105,1,10,0,moderate,network,yes,no,east,legit
0.8,6,59,1,1,2,moderate,outside,yes,no,west,legit
25.52,4,11,0,7,3,minor,network,yes,yes,south,legit
13.26,6,75,0,10,1,minor,network,no,yes,north,legit
18.93,8,110,1,10,3,moderate,outside,yes,no,north,fraud
10.45,10,90,2,17,1,moderate,network,yes,no,west,legit
17.78,6,105,1,14,4,moderate,outside,yes,no,west,legit
29.3,7,92,1,15,3,moderate,network,yes,no,east,legit
15.01,7,114,0,7,2,major,network,yes,no,north,legit
19.82,6,16,1,5,4,major,network,yes,yes,west,legit
19.86,5,94,0,7,4,moderate,outside,yes,yes,west,legit
15.43,10,93,2,2,2,minor,network,yes,no,east,legit
16.93,8,44,0,16,1,moderate,network,yes,no,north,legit
22.89,6,3,2,11,3,moderate,network,yes,no,north,legit
18.6,4,26,0,17,3,moderate,outside,no,yes,west,fraud
34.42,7,91,2,4,1,minor,network,yes,no,east,legit
38.39,5,48,2,12,4,minor,network,no,no,east,fraud
19.2,5,66,0,1,3,moderate,network,yes,no,north,legit
16.07,7,94,0,0,1,major,network,no,no,west,legit
18.71,6,16,1,3,3,minor,outside,no,no,south,fraud
17.33,8,24,0,1,2,minor,outside,yes,no,east,legit
11.19,4,71,1,9,1,minor,network,yes,no,east,legit
26.2,11,58,0,6,4,minor,network,yes,yes,south,legit
22.48,4,9,3,7,5,moderate,network,yes,yes,south,fraud
9.7,5,52,0,2,1,minor,network,yes,no,east,legit
17.27,7,81,0,15,3,moderate,network,yes,no,east,legit
9.83,8,101,0,12,6,moderate,network,yes,yes,south,legit
2.6,6,72,0,14,2,moderate,outside,yes,yes,west,legit
6.69,9,70,0,1,1,major,outside,yes,no,south,legit
22.02,7,4,0,0,2,moderate,network,yes,no,west,legit
30.68,6,6,0,10,2,minor,outside,yes,no,south,fraud
20.1,6,35,0,13,3,moderate,network,yes,no,south,legit
24.28,4,29,1,0,5,minor,outside,yes,no,north,legit
28.74,5,18,2,6,4,minor,network,yes,no,north,fraud
23.74,2,34,0,1,5,moderate,outside,yes,yes,south,fraud
16.0,4,45,0,14,3,moderate,network,yes,no,north,legit
9.42,7,39,1,13,5,moderate,network,yes,no,north,legit
19.47,5,5,0,8,2,major,network,yes,no,west,legit
15.24,5,116,0,7,3,minor,outside,yes,no,east,fraud
21.22,9,94,1,2,2,minor,network,no,yes,west,legit
28.41,3,107,1,6,6,moderate,network,yes,no,south,fraud
16.39,7,17,3,8,5,minor,network,yes,no,south,fraud
20.71,2,93,2,10,4,minor,outside,yes,yes,south,legit
37.09,6,43,1,14,2,minor,network,yes,no,east,legit
27.18,5,78,1,13,2,minor,outside,yes,no,east,legit
12.67,12,57,0,8,1,minor,network,no,no,south,legit
22.67,7,36,0,9,3,moderate,outside,yes,yes,east,fraud
33.59,5,87,1,16,1,minor,outside,yes,yes,east,legit
22.42,9,76,0,13,3,moderate,network,yes,no,west,legit
11.28,4,98,0,3,5,major,outside,no,yes,south,fraud
15.42,5,67,0,13,4,moderate,network,yes,no,west,legit
21.15,4,13,0,10,4,major,outside,yes,no,south,fraud
18.22,3,12,0,17,4,minor,network,yes,no,south,legit
36.76,9,119,1,17,7,major,network,no,no,north,fraud
22.6,6,61,0,3,2,minor,network,yes,no,west,legit
5.44,7,117,2,14,5,moderate,network,yes,yes,north,legit
5.26,6,116,0,4,3,moderate,outside,yes,no,south,legit
2.45,7,58,2,1,3,major,network,no,yes,east,legit
15.25,4,58,1,2,3,major,network,yes,no,north,legit
25.63,5,52,1,15,3,minor,network,yes,yes,east,legit
9.65,6,83,1,14,2,moderate,outside,no,no,east,legit
20.4,10,42,1,10,1,minor,network,no,yes,north,fraud
11.46,3,55,0,11,4,moderate,outside,yes,yes,north,legit
20.42,6,86,0,15,5,moderate,network,yes,yes,north,legit
6.74,8,99,0,9,4,minor,outside,yes,no,south,legit
9.73,12,45,0,7,3,major,outside,no,no,north,legit
19.45,8,89,0,3,2,minor,outside,no,no,south,legit
13.11,3,58,0,15,3,major,network,yes,yes,east,legit
15.73,3,76,0,4,6,minor,network,yes,no,west,legit
28.94,9,71,0,5,2,major,network,yes,no,east,legit
36.94,5,55,1,2,2,minor,network,yes,no,west,fraud
22.13,8,90,1,11,2,major,outside,yes,yes,east,legit
10.54,10,84,3,11,5,minor,network,yes,no,west,fraud
36.86,2,81,2,17,3,minor,network,yes,no,west,legit
24.77,7,111,1,8,3,moderate,network,yes,no,north,legit
18.5,7,64,0,5,5,minor,network,yes,yes,south,legit
29.15,5,88,0,13,3,moderate,network,yes,no,south,legit
36.65,8,53,1,14,5,minor,network,yes,yes,south,legit
25.19,8,54,3,14,3,minor,network,yes,no,north,legit
21.09,9,52,0,6,7,moderate,outside,yes,yes,east,legit
23.81,3,58,1,5,5,minor,network,yes,no,east,legit
23.26,6,88,2,8,2,major,outside,no,no,north,fraud
20.81,8,106,1,13,6,minor,network,yes,no,north,legit
7.38,10,46,1,7,4,minor,network,yes,no,east,legit
20.24,9,17,0,10,4,moderate,network,yes,no,north,legit
26.34,9,114,1,4,5,major,outside,yes,no,south,legit
10.39,7,76,0,5,5,moderate,outside,no,no,east,fraud
10.91,8,83,0,1,2,moderate,network,yes,yes,east,legit
26.87,8,7,1,17,3,moderate,outside,yes,no,north,fraud
5.27,2,69,2,13,1,minor,network,yes,yes,east,legit
12.92,5,36,1,16,2,major,network,yes,no,east,legit
14.91,8,74,0,5,4,minor,outside,yes,yes,north,legit
27.61,8,57,0,15,5,major,outside,yes,no,south,legit
31.28,7,91,2,8,3,minor,network,yes,no,east,legit
21.74,6,50,0,11,2,minor,network,yes,no,east,legit
0.8,5,18,3,10,3,moderate,network,yes,no,north,legit
13.73,5,26,1,12,3,moderate,outside,yes,no,north,legit
13.97,6,100,1,3,4,minor,network,yes,no,north,legit
24.09,6,79,1,15,5,moderate,outside,yes,yes,west,fraud
21.41,9,46,0,12,5,moderate,network,no,no,south,legit
19.91,5,87,0,10,3,moderate,network,yes,no,south,legit
22.89,8,102,1,1,6,moderate,outside,yes,no,north,legit
26.89,8,2,0,7,3,minor,network,yes,no,south,fraud
34.91,9,82,0,1,3,moderate,network,no,yes,north,legit
12.35,15,104,1,14,6,minor,network,yes,no,south,legit
14.53,7,68,0,1,4,moderate,network,yes,yes,east,legit
1.75,8,52,0,12,2,moderate,outside,yes,no,west,legit
14.08,5,7,0,8,4,major,network,yes,yes,south,legit
22.36,4,12,1,4,2,minor,network,yes,no,north,legit
32.04,6,65,1,12,3,moderate,network,yes,no,south,legit
29.91,5,53,0,3,2,major,network,yes,yes,north,legit
22.57,1,116,0,7,2,major,network,yes,no,east,legit
11.92,9,73,2,15,3,moderate,network,yes,no,south,legit
24.13,10,74,0,14,4,minor,network,yes,no,east,legit
16.45,9,18,2,13,2,moderate,network,yes,yes,west,fraud
0.8,10,77,1,8,4,major,outside,yes,no,south,legit
8.99,7,55,1,13,3,minor,outside,yes,no,north,legit
16.23,8,77,1,14,7,minor,network,yes,no,south,legit
2.2,8,31,0,11,2,minor,outside,yes,yes,west,legit
2.89,3,22,1,7,7,moderate,network,yes,no,south,legit
21.19,11,1,1,16,4,minor,outside,yes,yes,west,fraud
15.01,6,16,0,13,3,moderate,network,yes,no,north,legit
13.97,6,86,1,11,3,major,network,yes,no,north,legit
2.68,5,47,1,13,3,moderate,network,no,no,west,legit
40.78,7,77,1,3,8,moderate,outside,no,yes,north,legit
25.97,9,91,3,14,3,moderate,network,yes,yes,east,fraud
10.95,10,33,0,8,5,moderate,outside,yes,no,south,legit
27.19,8,40,0,14,2,minor,network,no,no,north,fraud
10.39,5,103,1,8,1,moderate,network,no,no,south,legit
23.22,6,49,1,2,4,minor,network,yes,no,south,legit
3.77,5,73,0,4,4,minor,network,yes,yes,south,legit
19.64,10,29,1,10,2,moderate,network,yes,no,south,legit
27.88,9,78,1,6,3,moderate,network,yes,no,west,legit
21.02,6,104,0,9,1,minor,outside,yes,no,west,legit
4.68,9,16,1,10,4,minor,network,yes,yes,south,legit
36.22,6,104,0,16,1,minor,network,yes,no,north,fraud
12.76,8,58,0,14,2,major,network,yes,no,east,legit
9.11,8,55,3,7,6,major,network,no,no,east,legit
24.78,5,98,1,13,2,moderate,outside,yes,no,east,legit
11.66,7,82,0,13,6,major,network,yes,no,south,legit
28.71,5,35,0,13,4,minor,network,yes,no,east,legit
13.67,10,9,0,4,3,minor,network,yes,yes,south,fraud
12.83,7,71,0,6,1,moderate,network,no,yes,east,legit
9.76,7,59,1,9,6,major,network,yes,no,north,legit
25.15,7,20,0,6,2,moderate,network,yes,no,south,legit
0.8,6,78,0,8,4,major,network,yes,no,south,legit
27.43,5,29,1,6,6,moderate,network,yes,no,north,fraud
14.06,6,90,1,11,4,minor,outside,yes,no,south,legit
21.73,4,82,0,3,4,moderate,network,no,no,east,legit
17.52,7,73,1,12,6,moderate,network,yes,no,north,legit
8.07,8,44,1,16,2,major,network,yes,yes,north,legit
9.99,9,52,1,3,6,minor,outside,no,no,north,legit
8.42,5,96,1,1,3,minor,network,yes,no,east,legit
15.93,9,120,1,16,3,moderate,network,yes,no,west,legit
22.96,4,69,1,17,5,moderate,network,yes,no,south,legit
1.35,7,69,1,4,4,moderate,outside,yes,no,south,legit
13.03,5,70,0,8,1,major,network,yes,no,north,legit
22.97,6,43,0,12,2,moderate,network,yes,yes,south,legit
24.85,3,104,1,10,4,minor,outside,yes,no,east,legit
3.13,6,42,0,14,7,moderate,outside,yes,yes,east,legit
16.88,6,1,0,9,3,moderate,outside,yes,yes,north,legit
23.71,8,47,0,0,6,moderate,network,yes,no,east,legit
17.42,6,49,1,12,3,major,network,no,no,south,legit
15.05,8,116,0,13,2,minor,network,yes,no,west,legit
10.17,4,61,3,17,3,moderate,outside,yes,yes,west,legit
0.8,6,63,0,9,2,moderate,network,yes,yes,west,legit
20.1,5,28,0,3,4,minor,outside,yes,no,south,legit
0.8,3,104,0,12,2,moderate,network,yes,no,south,legit
21.51,9,54,1,6,4,minor,network,yes,no,east,legit
13.55,7,1,0,14,3,moderate,outside,yes,no,north,legit
27.1,5,34,0,6,0,moderate,network,yes,no,south,legit
18.16,7,39,2,8,5,moderate,network,no,no,east,legit
23.5,5,38,0,13,2,minor,network,yes,no,east,fraud
23.36,10,45,2,7,2,minor,network,yes,yes,north,legit
12.67,6,102,0,9,1,major,network,yes,no,north,legit
22.08,7,94,0,8,4,minor,network,yes,no,north,fraud
15.88,5,103,3,1,3,minor,outside,yes,no,north,legit
17.06,7,108,0,11,2,minor,outside,no,yes,east,legit
21.7,7,65,0,3,4,moderate,outside,yes,no,west,fraud
11.09,4,72,0,10,3,minor,network,no,no,west,legit
25.66,4,60,1,2,1,moderate,network,yes,no,south,legit
31.04,4,80,0,14,3,moderate,network,no,no,north,legit
10.85,9,108,1,14,5,moderate,network,yes,no,east,legit
24.05,8,19,0,15,6,moderate,network,yes,no,north,fraud
12.98,5,24,1,10,6,moderate,network,no,no,east,legit
16.13,4,62,1,5,3,minor,outside,yes,no,north,legit
21.04,8,22,2,11,4,moderate,outside,yes,yes,south,legit
13.07,7,66,1,12,1,major,network,no,no,west,legit
18.3,9,119,0,2,3,minor,network,yes,no,south,legit
19.43,9,58,1,2,4,minor,network,yes,no,west,legit
24.9,4,76,1,17,5,minor,network,yes,no,east,legit
1.0,7,16,1,1,6,minor,network,yes,yes,north,legit
16.63,11,22,0,0,4,moderate,network,yes,no,south,fraud
22.67,6,50,0,12,2,moderate,network,yes,no,east,legit
15.69,6,3,1,16,6,moderate,network,yes,no,north,fraud
21.41,4,102,1,13,4,moderate,outside,no,no,east,fraud
22.64,2,26,1,2,2,moderate,network,yes,no,south,legit
15.78,10,71,2,16,4,minor,network,yes,no,south,fraud
32.46,4,59,0,0,1,moderate,network,yes,yes,north,legit
27.73,8,9,2,15,5,major,outside,no,no,north,fraud
5.73,5,27,1,6,2,minor,network,yes,no,west,legit
5.28,5,58,1,7,0,minor,network,no,yes,east,fraud
23.01,6,47,0,6,2,moderate,outside,no,no,south,legit
18.87,2,46,0,7,5,minor,network,yes,yes,east,legit
35.42,8,119,1,10,2,major,network,yes,no,east,legit
15.59,4,21,2,14,4,moderate,network,yes,no,south,fraud
14.5,9,9,0,8,4,moderate,network,yes,yes,south,legit
0.8,6,47,1,1,5,minor,network,yes,no,south,legit
13.95,7,109,0,15,2,moderate,network,no,no,north,legit
5.11,6,30,0,17,1,major,network,yes,no,east,legit
3.68,7,83,0,6,2,moderate,network,yes,no,east,legit
31.83,9,11,1,7,4,minor,network,yes,no,west,legit
25.55,6,107,3,1,4,moderate,outside,yes,no,west,fraud
21.63,5,103,1,11,3,minor,outside,yes,no,east,legit
7.47,9,92,0,9,6,minor,network,yes,yes,north,fraud
21.9,5,68,3,15,1,minor,outside,yes,yes,west,fraud
8.04,6,4,1,7,2,moderate,network,no,no,south,legit
13.09,8,82,0,14,5,minor,outside,no,no,north,fraud
29.75,7,90,2,13,4,moderate,network,yes,yes,south,legit
4.06,4,10,1,14,2,minor,network,yes,yes,east,legit
20.56,6,112,1,12,1,minor,network,yes,no,west,fraud
22.06,6,11,0,7,4,minor,network,yes,yes,east,fraud
18.69,10,47,1,12,4,moderate,network,yes,yes,west,fraud
16.31,6,33,2,1,1,minor,network,yes,no,south,fraud
10.59,6,35,1,3,7,moderate,network,no,no,east,legit
7.2,8,23,0,16,7,major,outside,yes,yes,west,legit
21.76,9,61,0,13,1,minor,network,yes,no,east,legit
42.53,5,76,1,6,6,minor,network,yes,no,south,fraud
18.91,5,75,1,15,1,moderate,outside,yes,no,south,fraud
4.22,4,20,1,4,2,major,outside,yes,no,south,legit
7.59,6,80,1,3,2,moderate,network,no,no,east,legit
16.43,5,45,2,9,1,moderate,outside,no,no,north,legit
16.05,6,80,2,7,1,minor,outside,yes,no,west,legit
10.76,8,30,0,7,4,minor,network,yes,no,north,legit
18.05,10,22,0,11,3,minor,outside,yes,no,west,legit
13.34,11,70,2,8,2,minor,outside,yes,yes,north,fraud
22.48,5,69,1,11,4,minor,outside,yes,no,east,fraud
12.57,4,48,3,4,2,minor,network,yes,no,north,legit
18.43,5,90,0,0,1,minor,network,yes,no,south,legit
2.74,8,120,0,6,6,moderate,network,no,no,east,legit
22.13,7,33,0,6,2,moderate,network,yes,yes,south,legit
30.91,4,58,0,0,1,minor,network,yes,no,east,fraud
18.85,10,29,2,10,4,moderate,network,no,no,south,fraud
20.49,9,70,2,4,2,moderate,network,yes,no,east,legit
11.57,7,100,0,17,5,moderate,network,yes,no,west,legit
25.77,9,95,0,17,4,moderate,network,no,no,east,legit
32.32,6,53,1,0,3,moderate,network,yes,no,west,legit
17.3,6,60,2,3,4,minor,network,yes,yes,east,legit
15.9,5,46,0,14,2,minor,network,no,yes,north,fraud
28.3,9,56,0,6,4,moderate,network,yes,no,south,fraud
15.94,3,114,1,11,4,minor,network,yes,no,north,legit
10.08,8,3,1,15,6,major,outside,yes,yes,south,fraud
14.93,6,92,0,11,1,moderate,network,yes,yes,south,legit
10.03,10,38,2,12,2,minor,outside,no,yes,north,fraud
23.71,6,32,3,6,3,moderate,network,yes,no,east,fraud
13.52,5,56,1,17,1,moderate,network,yes,no,north,legit
18.44,4,32,2,9,3,major,network,yes,no,east,legit
8.68,11,50,0,7,2,moderate,network,no,yes,east,fraud
14.58,7,104,0,6,4,moderate,outside,yes,no,north,legit
11.17,5,111,1,5,2,major,network,no,no,east,legit
7.25,6,56,0,15,3,moderate,network,no,no,east,legit
11.77,8,58,2,16,2,minor,network,no,no,south,fraud
14.02,3,38,0,4,2,major,outside,yes,no,south,legit
23.19,5,32,1,1,2,major,network,no,no,south,legit
40.01,4,48,0,5,5,moderate,network,yes,no,south,legit
27.33,7,81,2,1,0,minor,network,no,no,west,legit
15.26,10,93,0,2,5,moderate,outside,no,no,north,legit
12.5,11,76,1,12,3,minor,network,yes,no,north,fraud
13.83,13,76,1,8,2,moderate,outside,yes,yes,east,legit
11.1,9,6,1,4,3,minor,network,yes,no,north,legit
37.25,8,45,1,5,4,minor,network,yes,no,north,fraud
12.23,7,39,0,9,1,moderate,outside,no,no,south,fraud
6.02,4,93,1,4,5,moderate,outside,yes,no,west,legit
8.9,11,2,1,11,2,moderate,network,yes,yes,west,fraud
0.8,6,85,1,11,3,minor,network,yes,no,north,legit
18.69,9,58,1,15,4,minor,network,yes,yes,south,fraud
19.84,7,53,1,3,1,minor,network,yes,yes,south,legit
24.11,6,26,2,16,2,moderate,network,yes,no,east,legit
11.65,6,9,1,10,4,minor,outside,yes,no,west,legit
0.8,6,73,0,4,5,minor,network,yes,no,north,legit
12.12,13,15,0,8,3,minor,outside,yes,no,south,legit
22.78,9,6,4,15,3,minor,outside,yes,yes,west,fraud
29.46,9,6,1,0,5,minor,outside,yes,no,west,fraud
16.79,5,17,0,3,5,minor,network,yes,no,south,legit
27.59,7,28,2,9,1,moderate,network,yes,no,east,fraud
14.38,5,22,0,9,4,minor,outside,yes,no,east,legit
5.93,10,21,1,3,1,minor,network,no,no,north,fraud
13.13,5,67,0,11,6,minor,network,yes,no,west,legit
11.49,7,37,0,17,1,minor,network,yes,yes,east,legit
26.5,9,42,1,8,8,moderate,network,yes,no,north,legit
6.85,5,70,0,11,8,minor,outside,yes,no,east,legit
21.58,8,90,1,14,6,moderate,network,no,no,west,legit
19.95,5,27,2,1,5,major,network,yes,yes,east,fraud
17.4,4,19,0,11,1,minor,network,yes,yes,west,legit
26.99,5,15,0,3,1,minor,network,yes,no,south,legit
26.11,4,31,1,6,1,minor,network,yes,no,south,legit
7.84,2,32,1,9,3,minor,network,yes,no,south,legit
24.35,11,29,0,8,2,moderate,outside,yes,no,east,legit
20.55,4,102,0,15,3,moderate,outside,yes,no,west,legit
22.53,3,9,0,12,7,moderate,network,yes,yes,south,fraud
16.32,7,89,0,4,5,major,outside,yes,no,north,legit
21.14,5,107,1,12,1,moderate,network,yes,no,west,legit
22.35,7,59,0,10,2,minor,network,yes,no,south,legit
22.69,8,71,0,16,5,major,network,yes,no,north,legit
19.34,6,33,0,10,3,moderate,outside,yes,no,north,legit
13.22,11,24,2,5,0,moderate,network,no,no,west,legit
12.26,8,113,3,0,5,minor,outside,no,no,south,legit
29.22,7,70,2,1,4,minor,network,yes,no,south,fraud
8.8,5,9,1,3,2,minor,outside,no,no,west,legit
18.77,6,61,0,15,2,major,outside,yes,yes,north,fraud
26.09,10,23,0,16,1,minor,network,yes,no,north,fraud
15.3,8,34,2,14,4,minor,network,no,no,south,legit
3.26,10,57,1,1,3,moderate,network,no,no,east,legit
6.34,2,79,0,1,6,moderate,outside,yes,no,east,legit
14.72,10,98,0,12,3,moderate,outside,yes,no,north,legit
25.01,7,21,0,0,1,major,network,no,no,east,fraud
19.87,6,90,0,1,1,moderate,network,yes,no,east,legit
18.59,5,105,1,10,3,moderate,network,yes,no,north,legit
0.8,3,106,2,14,3,major,outside,yes,no,north,legit
11.26,9,96,2,15,1,minor,outside,yes,no,west,legit
21.06,5,39,0,11,2,major,network,no,yes,west,legit
7.98,8,63,0,0,3,moderate,network,no,no,west,legit
15.76,5,7,0,1,0,moderate,network,yes,no,north,legit
19.61,7,44,1,9,5,minor,network,yes,no,south,fraud
21.58,7,52,0,8,3,moderate,outside,yes,no,east,legit
7.01,6,4,0,14,4,moderate,network,no,yes,east,legit
17.66,7,39,0,0,7,minor,network,yes,no,west,legit
18.64,2,25,0,14,2,minor,network,yes,no,north,fraud
15.09,8,112,0,6,1,minor,network,yes,no,south,legit
3.22,7,97,0,5,3,moderate,network,yes,yes,east,legit
24.48,11,50,1,4,5,major,network,yes,no,east,fraud
21.53,10,68,1,6,4,moderate,network,yes,yes,north,legit
35.13,8,89,0,1,3,minor,outside,yes,no,south,legit
25.5,6,22,1,5,9,major,network,yes,no,west,legit
26.41,7,29,1,12,3,minor,outside,yes,no,east,fraud
23.36,9,25,1,1,4,major,network,yes,yes,south,legit
30.16,5,47,0,1,3,moderate,network,yes,no,east,legit
8.82,6,41,0,3,4,major,outside,no,no,north,legit
4.48,7,62,0,0,5,minor,network,yes,no,south,legit
25.34,7,9,1,12,1,minor,network,yes,no,north,legit
11.55,3,78,0,6,3,moderate,outside,no,no,south,legit
7.44,4,4,1,14,1,moderate,outside,yes,yes,south,fraud
18.87,4,10,0,13,4,moderate,network,yes,no,west,fraud
10.16,10,41,1,17,1,major,network,yes,yes,west,legit
25.01,7,10,0,12,6,minor,network,yes,no,north,fraud
28.16,4,11,2,6,5,minor,network,no,no,east,legit
30.25,3,28,1,16,1,minor,network,yes,no,north,legit
19.32,7,67,2,0,3,minor,outside,yes,no,north,legit
25.85,4,22,0,3,1,minor,network,yes,yes,south,legit
21.24,9,98,1,7,6,minor,network,no,no,east,legit
25.23,6,32,3,4,0,moderate,network,yes,no,south,legit
27.1,8,99,1,16,3,minor,network,no,no,west,legit
20.44,8,54,1,0,5,minor,network,no,yes,west,fraud
21.86,11,60,0,8,4,minor,outside,yes,no,east,legit
27.36,3,96,1,7,2,moderate,network,no,yes,north,fraud
3.37,5,47,1,1,7,moderate,network,no,no,west,legit
36.36,6,85,0,11,2,minor,network,yes,yes,north,fraud
13.61,3,49,0,4,3,minor,network,no,no,south,legit
7.54,5,95,1,8,3,minor,network,yes,no,south,legit
23.39,7,11,1,0,2,minor,outside,no,no,east,legit
0.93,13,23,1,2,3,major,outside,yes,no,south,fraud
25.67,9,24,1,15,3,moderate,outside,yes,no,south,legit
23.21,3,15,0,10,2,moderate,network,yes,no,north,legit
16.55,10,26,0,16,1,minor,network,no,no,west,legit
14.71,5,16,1,12,1,minor,network,no,no,east,legit
41.45,7,32,2,3,2,minor,network,yes,no,west,legit
19.97,5,7,1,4,1,minor,network,yes,no,north,legit
13.45,3,36,1,12,3,minor,outside,yes,no,west,fraud
16.73,6,80,2,6,2,moderate,outside,yes,no,south,fraud
9.54,7,9,0,5,5,minor,outside,no,no,south,legit
1.64,6,40,1,9,0,moderate,outside,no,yes,west,legit
7.59,2,19,0,0,4,moderate,outside,yes,no,west,legit
17.59,5,92,1,5,3,moderate,outside,yes,no,south,fraud
19.57,7,96,2,9,1,moderate,network,yes,no,north,fraud
37.68,12,99,2,12,3,major,network,no,no,west,fraud
15.98,8,47,1,9,3,minor,network,yes,no,west,legit
6.4,7,60,0,16,1,moderate,network,yes,yes,east,legit
15.3,7,21,0,10,3,minor,outside,no,no,north,fraud
22.47,6,36,1,14,3,minor,network,no,no,south,legit
15.85,8,72,1,4,3,minor,outside,yes,no,south,legit
27.18,5,87,0,12,4,moderate,network,yes,no,south,legit
18.15,7,37,0,11,4,minor,network,yes,yes,west,fraud
11.09,7,87,0,5,3,minor,outside,yes,no,north,legit
6.57,5,31,1,9,3,minor,outside,yes,no,north,legit
10.11,5,79,0,12,2,minor,outside,yes,no,east,legit
22.96,6,20,0,0,4,moderate,outside,yes,no,south,legit
13.48,6,3,0,1,1,minor,network,no,no,west,legit
5.31,6,87,0,17,2,moderate,network,yes,no,north,legit
37.7,7,44,1,1,0,minor,outside,yes,no,north,legit
29.3,5,68,0,1,2,minor,network,yes,no,north,legit
3.09,5,21,2,13,0,minor,network,no,yes,south,legit
16.29,3,75,0,9,2,moderate,outside,no,yes,north,legit
32.27,5,96,1,2,3,moderate,network,yes,no,east,legit
19.32,5,99,2,3,2,minor,network,yes,no,north,legit
20.59,4,15,1,8,5,major,network,yes,yes,north,fraud
15.64,5,33,1,1,1,major,network,yes,yes,north,legit
20.06,6,7,2,13,3,minor,network,yes,no,west,legit
24.41,10,53,0,13,4,moderate,outside,no,no,south,legit
12.64,10,97,1,3,4,moderate,network,no,yes,south,legit
14.05,9,80,1,4,5,moderate,network,yes,no,east,legit
27.87,4,99,1,4,4,moderate,network,no,no,west,fraud
4.04,5,71,0,11,6,minor,outside,no,no,east,fraud
12.73,10,117,1,16,3,minor,outside,no,no,east,legit
2.68,7,44,1,0,2,minor,outside,yes,no,west,legit
18.08,7,91,1,15,10,minor,outside,yes,yes,west,fraud
27.12,3,41,0,15,8,minor,network,yes,no,west,legit
7.97,8,107,3,1,3,major,network,yes,no,south,legit
4.89,3,10,0,4,2,moderate,outside,yes,no,north,legit
9.47,5,90,0,13,4,moderate,network,yes,no,east,legit
26.35,6,80,0,0,8,moderate,outside,yes,yes,west,legit
17.27,8,25,0,11,5,major,network,yes,no,south,legit
11.0,5,4,0,11,2,moderate,network,yes,no,south,legit
17.09,6,80,1,0,5,minor,outside,yes,yes,north,legit
28.45,6,68,2,11,2,moderate,network,yes,no,east,fraud
9.51,6,10,1,17,3,moderate,network,yes,no,east,legit
36.42,7,114,0,1,1,moderate,network,yes,no,south,legit
20.73,6,109,1,15,2,minor,network,yes,no,north,legit
22.12,6,6,0,10,2,moderate,network,yes,no,west,fraud
18.1,7,7,0,4,4,moderate,network,no,no,west,fraud
7.01,2,93,1,10,2,minor,network,yes,no,west,legit
28.99,4,38,0,8,5,major,network,yes,no,south,legit
24.78,13,20,0,0,2,minor,network,yes,no,south,legit
9.02,2,18,0,4,6,moderate,network,no,no,south,fraud
18.19,6,39,2,2,3,moderate,network,yes,no,south,legit
24.97,2,113,1,16,2,major,network,yes,no,north,legit
17.85,5,22,0,14,3,minor,network,yes,no,south,legit
12.87,6,68,2,4,4,minor,outside,yes,yes,north,legit
33.91,5,47,3,17,1,moderate,outside,yes,yes,north,fraud
8.55,8,22,0,3,1,minor,network,yes,no,west,legit
18.63,4,91,3,17,1,moderate,outside,yes,yes,west,legit
11.54,6,107,0,16,1,minor,network,yes,no,east,legit
10.27,10,69,1,1,4,moderate,network,yes,yes,south,legit
12.16,4,96,1,4,2,moderate,network,no,no,west,legit
22.9,10,101,0,11,4,minor,outside,no,yes,west,legit
