session_duration_min,pages_viewed,past_orders,discount_rate,loyalty_score,traffic_source,membership_tier,device_type,cart_items,order_value
11.31,7,4,0.043,46.4,organic,silver,desktop,4,98.43
2.12,8,3,0.152,67.1,organic,silver,mobile,6,108.03
16.28,9,6,0.095,72.5,organic,silver,desktop,3,126.23
16.75,12,8,0.0,80.7,organic,gold,mobile,5,151.61
12.47,6,4,0.084,70.0,email,silver,tablet,2,121.42
12.57,10,4,0.0,49.9,social,none,mobile,3,127.42
1.0,7,6,0.169,75.3,email,none,desktop,5,109.78
23.08,8,4,0.12,27.8,email,none,desktop,6,136.59
16.21,8,2,0.12,50.5,email,silver,mobile,5,150.78
8.5,6,5,0.064,39.5,ads,silver,mobile,5,124.45
15.77,7,3,0.044,81.7,social,gold,mobile,3,144.07
17.01,10,8,0.032,62.5,organic,gold,mobile,3,149.7
15.07,20,7,0.136,88.2,email,none,mobile,5,210.98
8.5,7,6,0.048,66.7,organic,none,mobile,2,107.82
10.78,14,2,0.061,44.1,organic,silver,tablet,1,94.64
15.28,10,4,0.163,74.8,social,silver,mobile,5,180.33
18.65,5,3,0.142,70.9,organic,silver,mobile,7,128.55
7.28,7,2,0.044,81.0,social,none,mobile,5,123.34
12.37,13,2,0.027,48.7,organic,silver,desktop,4,130.44
11.89,12,7,0.086,75.7,email,silver,desktop,4,194.48
15.92,11,2,0.191,38.4,social,gold,mobile,3,158.03
14.24,14,4,0.121,35.8,social,silver,mobile,5,131.41
13.16,11,7,0.069,53.0,organic,gold,mobile,9,189.92
3.17,4,4,0.0,70.1,organic,gold,desktop,6,125.77
8.49,10,2,0.028,88.2,ads,silver,mobile,3,130.9
8.11,12,4,0.0,39.4,social,silver,desktop,7,157.4
16.72,13,7,0.114,85.5,organic,silver,desktop,5,177.97
11.12,11,6,0.018,60.4,email,none,desktop,6,159.09
12.54,12,1,0.04,65.3,social,none,mobile,4,129.73
14.23,10,4,0.171,35.3,organic,silver,mobile,5,146.66
13.4,10,8,0.047,57.2,social,silver,desktop,5,145.72
14.7,10,6,0.049,91.1,social,gold,mobile,3,160.54
14.2,16,3,0.077,57.1,ads,none,mobile,7,169.91
9.15,8,5,0.023,53.5,organic,none,mobile,3,94.1
12.03,9,6,0.076,74.4,ads,gold,mobile,5,150.31
11.89,11,2,0.111,20.8,organic,silver,desktop,5,131.43
12.68,9,7,0.062,61.3,ads,none,desktop,4,138.74
1.0,10,2,0.003,75.5,email,gold,mobile,6,125.1
12.71,9,8,0.072,48.8,social,gold,desktop,7,170.7
8.17,7,2,0.083,39.4,organic,none,mobile,6,104.74
17.03,11,5,0.098,29.9,email,gold,desktop,6,166.54
1.2,10,10,0.156,82.0,email,none,desktop,4,156.59
10.57,11,5,0.158,33.1,organic,silver,mobile,5,149.73
3.08,7,10,0.171,37.3,organic,silver,tablet,6,126.66
10.87,7,5,0.074,58.4,ads,silver,mobile,4,143.13
12.17,13,10,0.05,54.3,ads,none,tablet,4,138.42
7.24,13,8,0.01,51.5,organic,silver,mobile,5,130.59
13.4,9,4,0.058,91.3,organic,silver,mobile,3,148.99
10.43,5,6,0.096,20.2,organic,silver,mobile,5,106.69
1.0,17,4,0.081,54.7,ads,none,desktop,2,134.01
13.61,7,2,0.053,100.0,organic,none,mobile,1,135.24
14.23,14,7,0.102,64.7,organic,none,desktop,6,161.9
13.47,9,4,0.041,57.8,email,gold,mobile,1,139.28
8.27,13,8,0.154,88.8,social,silver,mobile,8,175.83
16.76,11,4,0.021,92.2,email,none,mobile,5,150.36
13.11,7,1,0.189,55.6,organic,silver,mobile,2,126.06
2.5,8,5,0.021,54.8,ads,silver,mobile,3,79.9
7.77,12,4,0.079,52.6,organic,silver,mobile,7,142.45
10.14,12,3,0.067,86.8,ads,none,mobile,5,122.11
14.36,6,7,0.093,36.4,ads,silver,mobile,3,141.08
11.09,16,8,0.09,52.9,social,gold,desktop,4,162.03
17.49,8,4,0.12,69.5,email,silver,mobile,3,145.82
9.65,6,5,0.116,23.2,email,gold,desktop,7,150.78
21.55,11,8,0.128,85.5,organic,none,mobile,6,191.71
11.18,8,6,0.12,71.4,organic,none,mobile,3,145.31
6.25,8,6,0.007,66.6,organic,none,mobile,3,114.82
3.15,8,5,0.142,68.4,social,silver,desktop,1,100.62
13.98,6,5,0.076,72.9,email,none,desktop,7,169.76
13.02,10,4,0.0,95.2,organic,silver,mobile,5,172.99
10.83,8,5,0.015,50.0,social,none,mobile,7,116.42
10.66,15,2,0.043,18.2,ads,none,desktop,5,105.96
1.29,3,3,0.132,62.8,organic,gold,desktop,5,105.28
12.65,11,1,0.031,41.8,social,silver,mobile,2,122.84
16.09,11,7,0.058,54.0,social,silver,mobile,4,143.83
2.89,13,7,0.155,48.1,email,none,desktop,6,149.8
15.82,9,5,0.066,58.8,email,none,tablet,4,175.41
8.84,8,3,0.144,53.9,ads,none,desktop,4,113.37
1.0,11,4,0.13,67.1,email,none,desktop,5,123.13
16.05,14,5,0.16,69.2,organic,none,desktop,2,150.99
1.0,12,4,0.048,57.9,email,none,desktop,3,146.33
10.96,10,5,0.11,68.9,organic,none,desktop,6,143.36
15.71,13,4,0.099,75.9,organic,gold,tablet,7,170.78
11.19,9,5,0.128,48.2,organic,silver,desktop,3,154.44
2.82,10,2,0.123,57.3,social,none,mobile,4,116.32
11.06,7,2,0.013,55.8,organic,silver,mobile,5,125.93
13.47,12,4,0.054,71.6,social,none,desktop,5,141.99
18.45,6,3,0.064,59.3,organic,gold,desktop,5,136.27
13.5,10,5,0.046,36.5,ads,gold,mobile,3,141.14
17.65,9,7,0.092,63.8,ads,none,desktop,3,144.52
3.35,10,2,0.136,52.6,ads,silver,desktop,7,125.07
13.31,9,7,0.1,100.0,organic,none,desktop,5,164.76
15.23,10,3,0.054,28.5,organic,silver,desktop,3,124.65
8.68,10,5,0.137,86.6,social,none,mobile,4,153.53
11.21,9,3,0.054,31.5,social,none,tablet,6,118.44
15.37,12,4,0.088,69.3,email,silver,desktop,7,178.46
18.92,8,7,0.026,56.0,organic,none,mobile,8,157.44
12.03,11,3,0.086,75.4,ads,silver,tablet,4,150.66
6.37,9,8,0.093,48.1,email,silver,mobile,5,144.73
8.13,13,2,0.135,69.9,organic,silver,mobile,6,146.59
13.42,10,5,0.136,68.4,ads,silver,desktop,6,165.21
15.73,10,6,0.117,85.9,organic,silver,mobile,5,168.44
1.77,16,3,0.091,82.0,email,gold,mobile,3,147.57
3.94,6,3,0.128,47.6,ads,none,tablet,8,116.7
14.95,12,5,0.0,74.6,ads,gold,desktop,6,162.88
9.18,8,5,0.164,44.8,social,gold,mobile,5,160.35
14.54,8,2,0.049,31.5,organic,silver,mobile,3,116.45
14.74,6,5,0.079,67.4,organic,silver,desktop,3,150.27
16.92,14,4,0.0,53.5,ads,silver,mobile,3,144.2
26.9,22,5,0.135,71.4,social,none,desktop,3,198.75
21.26,3,3,0.098,36.2,ads,none,mobile,4,116.97
13.02,9,5,0.071,50.5,organic,none,mobile,4,138.28
22.7,8,5,0.129,45.0,ads,silver,desktop,6,168.57
5.23,12,4,0.106,55.2,ads,silver,mobile,2,129.88
14.74,10,6,0.125,61.7,email,none,mobile,4,144.91
12.49,10,4,0.164,85.2,organic,none,mobile,4,147.63
13.76,11,4,0.115,66.9,email,gold,mobile,5,180.07
11.84,8,4,0.025,41.3,organic,silver,desktop,3,117.89
4.62,8,8,0.132,91.7,ads,gold,mobile,3,170.58
17.77,14,5,0.007,31.5,social,gold,mobile,4,152.58
4.32,5,7,0.093,55.3,email,gold,mobile,5,132.8
10.96,10,5,0.0,40.0,organic,none,mobile,5,135.49
1.76,9,7,0.12,65.3,ads,none,mobile,2,119.24
8.75,9,1,0.067,23.9,email,silver,desktop,3,89.54
21.09,11,4,0.017,38.7,organic,none,desktop,5,133.31
3.67,7,4,0.069,62.7,organic,none,mobile,3,110.5
13.36,7,3,0.084,56.4,organic,none,mobile,2,121.63
7.38,10,3,0.191,51.7,social,silver,tablet,7,133.42
9.11,10,3,0.143,76.3,social,none,tablet,5,154.78
7.72,12,4,0.047,45.6,email,gold,tablet,9,166.18
8.82,8,1,0.077,57.5,organic,silver,desktop,3,96.05
14.09,14,9,0.039,61.7,organic,silver,desktop,3,142.09
10.16,6,0,0.094,69.6,email,none,tablet,2,88.23
20.04,11,4,0.233,55.6,organic,silver,mobile,3,168.21
15.3,6,4,0.142,65.4,email,silver,mobile,6,150.77
16.69,13,3,0.069,75.3,social,silver,mobile,5,142.41
12.85,10,5,0.057,43.4,social,silver,desktop,4,146.28
17.56,5,1,0.146,38.1,organic,silver,mobile,3,123.99
11.69,12,3,0.124,28.0,email,gold,mobile,4,157.57
14.26,8,7,0.053,86.8,ads,none,mobile,4,125.21
7.96,13,4,0.077,42.6,ads,gold,mobile,9,162.18
11.05,11,3,0.057,73.2,ads,none,mobile,5,155.2
14.0,10,6,0.115,46.8,social,gold,desktop,5,151.5
5.37,6,4,0.151,24.7,organic,gold,mobile,6,136.93
13.12,7,4,0.129,52.5,ads,silver,mobile,4,127.65
12.79,11,2,0.094,61.6,organic,silver,mobile,4,137.85
10.4,14,1,0.042,51.5,organic,none,mobile,3,125.89
14.0,8,7,0.082,63.9,ads,none,mobile,6,163.33
19.11,18,3,0.079,36.8,social,silver,mobile,1,149.66
10.89,10,5,0.085,67.3,email,gold,desktop,4,166.01
5.4,10,5,0.098,69.1,organic,none,mobile,8,136.41
14.25,5,5,0.057,43.8,ads,silver,desktop,4,135.89
1.53,8,3,0.122,53.4,organic,none,mobile,3,90.24
10.11,5,3,0.1,70.3,ads,none,mobile,5,120.53
19.72,7,6,0.024,100.0,ads,none,mobile,6,162.17
13.36,8,4,0.094,53.8,ads,none,desktop,5,111.96
13.12,13,4,0.105,56.7,social,none,mobile,1,128.44
9.83,10,8,0.027,60.1,ads,silver,mobile,5,151.92
16.38,10,4,0.152,99.2,organic,none,tablet,3,168.89
11.0,6,4,0.052,47.6,organic,silver,mobile,3,100.78
14.46,10,8,0.126,70.7,email,silver,mobile,5,151.05
13.48,10,6,0.07,60.7,organic,gold,mobile,4,174.21
7.35,12,7,0.131,36.6,email,none,mobile,2,113.71
12.46,8,4,0.056,63.2,social,silver,desktop,3,137.35
1.32,11,2,0.086,31.5,social,none,desktop,2,75.97
12.2,19,8,0.004,70.0,organic,none,desktop,1,159.35
5.79,14,9,0.103,63.2,email,gold,tablet,4,179.04
14.74,11,4,0.099,39.3,ads,silver,mobile,4,137.59
7.78,13,2,0.05,60.2,email,none,desktop,7,144.56
9.48,18,8,0.099,42.7,organic,none,mobile,2,141.9
1.0,9,7,0.062,44.7,social,none,desktop,2,90.72
9.46,7,5,0.124,76.2,email,silver,desktop,3,111.77
5.67,7,5,0.087,71.5,ads,silver,desktop,7,135.48
16.62,7,3,0.1,100.0,organic,silver,mobile,3,157.53
5.13,7,3,0.121,43.5,ads,silver,mobile,6,113.88
10.47,10,8,0.032,63.9,ads,gold,tablet,3,140.46
10.62,11,1,0.05,58.5,ads,none,mobile,7,139.0
7.36,12,3,0.035,37.1,ads,gold,desktop,3,102.43
4.28,16,2,0.051,79.6,social,silver,desktop,8,156.49
14.56,13,5,0.198,50.8,organic,none,mobile,3,159.68
11.63,10,5,0.117,73.9,email,none,desktop,7,164.81
12.15,10,3,0.039,51.4,email,gold,mobile,7,159.79
9.69,11,4,0.064,37.4,organic,none,mobile,3,107.95
12.07,10,4,0.079,71.1,email,none,mobile,2,141.66
1.92,15,2,0.052,42.8,ads,none,mobile,3,118.99
9.57,10,5,0.022,52.7,organic,gold,mobile,4,142.58
15.81,3,2,0.061,60.1,email,silver,tablet,4,109.14
16.61,12,6,0.0,58.4,email,silver,mobile,6,148.0
6.24,15,10,0.105,64.2,organic,none,mobile,1,123.29
14.59,9,2,0.014,100.0,social,none,desktop,3,129.37
15.03,13,5,0.168,67.4,social,silver,tablet,5,180.81
14.57,9,7,0.063,70.5,organic,none,mobile,4,143.06
19.27,10,3,0.085,64.9,email,gold,desktop,5,161.81
14.21,14,1,0.045,86.3,ads,gold,mobile,4,174.5
10.28,10,5,0.11,53.0,social,gold,mobile,4,145.09
9.15,16,2,0.164,30.0,organic,gold,mobile,2,145.91
16.69,10,3,0.104,79.2,ads,none,mobile,6,170.99
17.29,12,3,0.029,86.3,email,none,tablet,8,174.28
5.3,10,3,0.043,55.7,ads,silver,mobile,3,118.9
4.76,8,0,0.049,72.2,email,none,mobile,3,105.5
8.03,13,6,0.161,75.5,organic,none,mobile,4,130.56
9.22,12,4,0.079,45.6,ads,silver,mobile,3,121.67
8.97,10,3,0.144,65.0,social,silver,desktop,4,138.91
3.86,9,4,0.043,38.8,organic,silver,desktop,2,98.49
16.1,13,3,0.037,89.9,ads,none,tablet,4,137.38
4.44,12,4,0.07,57.4,email,none,mobile,4,128.32
4.53,16,4,0.164,77.1,organic,none,desktop,5,151.59
7.76,7,4,0.126,61.4,organic,none,mobile,4,114.72
16.78,9,4,0.076,66.6,organic,none,mobile,5,161.41
2.37,9,6,0.094,40.2,organic,none,desktop,7,127.78
3.58,13,4,0.063,57.7,email,gold,desktop,5,156.15
15.64,15,4,0.113,54.0,organic,none,mobile,6,162.69
9.85,13,7,0.012,72.7,organic,none,mobile,2,149.53
1.0,6,6,0.103,66.3,organic,silver,desktop,5,102.35
17.62,12,4,0.093,56.5,email,none,tablet,5,163.01
18.15,16,9,0.067,75.4,social,none,desktop,4,185.76
9.46,9,7,0.017,24.0,organic,none,mobile,7,135.69
11.27,8,4,0.177,40.9,organic,none,desktop,3,132.2
6.2,12,4,0.121,13.8,email,none,mobile,5,95.73
8.07,11,2,0.077,81.7,email,gold,tablet,9,193.1
15.25,9,3,0.12,97.4,organic,none,desktop,3,146.3
3.62,9,8,0.0,31.7,organic,none,desktop,5,100.89
16.05,11,12,0.115,58.0,organic,silver,mobile,6,195.69
5.15,5,7,0.034,61.2,email,none,mobile,5,113.52
11.21,16,3,0.108,42.6,social,none,mobile,3,136.1
7.55,17,11,0.128,60.2,email,silver,mobile,5,174.53
15.2,7,5,0.062,25.1,organic,none,desktop,5,120.44
20.7,15,5,0.032,58.5,ads,gold,mobile,4,183.24
13.71,9,4,0.101,43.3,ads,none,mobile,6,141.19
19.43,12,7,0.121,48.6,email,none,mobile,5,145.75
7.28,7,4,0.065,100.0,organic,none,mobile,5,125.98
2.05,11,6,0.08,71.3,email,none,desktop,6,139.68
3.33,10,5,0.15,64.3,social,none,tablet,11,146.75
11.94,7,2,0.04,77.3,ads,none,mobile,2,109.97
9.88,8,6,0.006,66.1,email,none,mobile,5,126.67
9.35,8,2,0.042,97.8,social,none,mobile,7,128.63
24.38,7,5,0.045,85.1,ads,silver,desktop,4,170.04
14.07,7,1,0.082,100.0,organic,gold,mobile,8,176.93
13.73,8,2,0.082,40.9,organic,none,tablet,7,130.37
6.14,11,6,0.081,59.6,organic,none,desktop,7,132.43
15.38,9,3,0.127,74.3,social,silver,desktop,5,165.16
16.0,11,2,0.144,48.5,organic,none,desktop,3,123.76
8.47,14,7,0.082,35.5,social,none,mobile,2,162.67
13.31,6,3,0.015,68.8,ads,none,desktop,10,147.94
13.35,12,4,0.094,30.2,ads,none,mobile,1,97.55
17.93,8,3,0.096,32.3,social,gold,tablet,8,139.58
16.38,8,7,0.049,55.9,email,none,tablet,2,154.15
8.1,12,5,0.0,72.7,social,gold,mobile,8,166.49
8.88,10,4,0.091,46.7,ads,none,mobile,3,129.25
13.89,8,8,0.022,28.6,email,silver,mobile,5,128.04
16.64,17,4,0.094,65.2,social,none,mobile,4,166.27
17.8,10,3,0.194,53.0,social,gold,mobile,7,187.93
21.95,7,4,0.125,61.1,ads,silver,mobile,7,184.96
13.9,14,6,0.059,35.0,email,gold,desktop,6,159.26
20.38,10,4,0.027,45.6,social,none,desktop,4,150.21
12.3,14,4,0.078,85.3,ads,none,desktop,3,158.59
13.94,5,2,0.118,48.5,email,silver,mobile,4,137.26
10.47,11,3,0.122,94.7,social,gold,desktop,4,184.11
10.96,7,3,0.077,30.3,social,none,mobile,5,91.53
9.61,5,6,0.119,41.8,email,none,desktop,4,129.05
16.99,13,5,0.003,46.2,ads,silver,desktop,5,137.84
24.29,13,2,0.004,75.4,ads,gold,mobile,5,186.71
11.58,12,5,0.217,20.9,ads,gold,mobile,5,156.14
9.36,12,5,0.05,94.8,social,none,mobile,8,141.59
13.28,10,2,0.094,48.0,email,silver,mobile,4,141.62
15.33,11,4,0.128,72.8,organic,none,tablet,4,137.2
18.31,9,3,0.183,55.6,organic,none,tablet,6,145.13
14.43,13,5,0.022,58.3,organic,silver,mobile,5,160.78
11.12,12,5,0.211,57.5,email,none,desktop,4,144.65
8.76,9,9,0.064,68.2,ads,none,mobile,3,137.42
10.37,5,2,0.052,61.0,email,gold,mobile,9,148.76
11.39,7,5,0.13,54.6,email,silver,mobile,5,136.27
6.08,14,4,0.086,53.1,organic,silver,mobile,5,152.28
16.37,12,5,0.144,36.7,organic,silver,mobile,1,171.94
14.05,10,2,0.07,81.1,organic,silver,mobile,3,142.78
13.65,6,7,0.074,52.7,organic,gold,mobile,4,148.27
22.55,10,6,0.062,17.5,email,none,mobile,2,130.71
12.75,7,3,0.113,61.8,organic,none,mobile,3,103.43
7.92,11,4,0.035,23.1,email,none,mobile,7,133.25
8.21,7,1,0.075,92.2,ads,none,desktop,6,132.7
6.55,14,7,0.008,70.7,organic,none,mobile,3,122.62
11.77,8,5,0.078,39.7,ads,silver,desktop,4,103.99
13.59,12,9,0.063,51.4,email,none,desktop,2,131.12
4.58,14,3,0.115,80.6,ads,silver,tablet,2,126.11
12.64,10,1,0.08,74.4,ads,gold,mobile,4,169.0
7.22,5,2,0.135,65.9,email,silver,tablet,5,130.27
1.0,10,4,0.065,86.2,ads,none,desktop,7,122.3
7.2,9,1,0.135,100.0,organic,none,desktop,6,138.53
7.5,8,6,0.116,77.8,ads,none,mobile,2,120.98
2.41,7,4,0.071,61.3,ads,none,mobile,6,105.29
6.84,11,9,0.089,44.7,organic,none,mobile,1,113.48
10.67,10,7,0.149,50.3,email,gold,desktop,4,147.42
4.74,7,7,0.06,64.6,ads,silver,desktop,7,120.63
8.77,11,3,0.112,61.0,ads,silver,mobile,3,136.14
13.76,5,6,0.118,56.9,organic,none,mobile,2,134.12
15.58,3,1,0.082,39.9,ads,none,mobile,3,82.88
10.68,4,2,0.052,59.4,organic,none,mobile,2,87.91
16.86,6,6,0.043,75.6,ads,none,mobile,2,130.49
10.5,8,4,0.078,64.1,ads,silver,mobile,5,130.64
12.2,13,10,0.107,36.2,organic,none,mobile,3,148.37
15.5,6,3,0.123,77.0,ads,none,mobile,4,142.94
13.86,12,3,0.082,19.5,social,silver,mobile,6,145.57
10.27,16,4,0.064,60.7,organic,gold,desktop,3,158.51
5.94,15,5,0.075,51.7,ads,none,mobile,2,116.78
11.28,10,5,0.195,64.0,email,none,mobile,2,143.91
14.08,9,2,0.096,64.6,email,silver,mobile,3,122.69
9.71,9,6,0.096,74.4,organic,none,mobile,5,142.05
20.93,7,3,0.063,68.1,ads,none,tablet,3,120.31
20.89,15,5,0.141,74.7,organic,none,mobile,2,157.63
8.73,9,5,0.052,55.3,email,silver,desktop,4,120.39
2.82,12,5,0.02,56.3,organic,none,mobile,4,123.3
9.2,11,5,0.081,54.3,ads,none,mobile,3,116.88
9.73,12,1,0.119,61.9,organic,silver,desktop,3,158.42
21.44,10,7,0.061,98.5,social,silver,mobile,5,165.88
1.0,9,3,0.049,81.7,organic,none,desktop,5,114.26
13.13,9,6,0.098,51.7,ads,silver,desktop,2,115.59
8.71,7,3,0.06,58.6,email,none,mobile,5,143.34
10.45,8,6,0.085,54.1,organic,none,mobile,7,143.92
13.26,11,3,0.072,79.9,organic,gold,desktop,5,188.09
14.63,11,3,0.057,78.2,organic,none,tablet,5,154.16
5.59,7,2,0.003,38.3,email,none,desktop,3,108.22
13.3,9,6,0.161,63.9,ads,none,desktop,4,154.91
21.04,11,3,0.09,73.8,social,none,desktop,4,164.06
14.38,8,5,0.165,42.9,email,silver,mobile,4,149.95
11.83,6,5,0.118,49.2,email,gold,mobile,7,130.3
12.73,17,3,0.142,57.1,organic,none,mobile,4,146.26
10.89,10,8,0.146,37.2,ads,silver,mobile,3,132.5
7.78,14,7,0.143,47.1,ads,gold,mobile,6,175.84
4.52,11,4,0.136,93.6,social,gold,mobile,3,148.61
17.42,9,10,0.064,52.4,email,silver,tablet,2,151.61
8.71,11,5,0.089,51.5,ads,silver,desktop,2,106.26
11.51,14,4,0.093,91.9,ads,none,mobile,6,172.24
8.43,10,4,0.145,84.3,email,silver,mobile,3,143.34
5.38,9,6,0.074,63.0,email,none,mobile,4,121.75
12.75,8,2,0.189,73.6,organic,none,desktop,3,141.28
10.55,8,7,0.027,45.8,social,none,mobile,6,139.41
17.92,10,8,0.077,90.7,ads,none,desktop,6,153.18
18.89,11,7,0.087,54.0,organic,none,tablet,5,154.74
12.96,9,6,0.123,75.3,ads,silver,mobile,3,137.58
19.9,10,8,0.05,89.2,ads,gold,tablet,5,189.0
8.82,7,7,0.076,50.9,email,none,desktop,9,139.46
10.15,8,3,0.02,70.0,email,none,desktop,3,128.94
9.45,8,5,0.172,45.6,organic,silver,desktop,3,148.2
17.71,11,2,0.104,57.1,social,none,mobile,5,150.45
12.02,9,6,0.067,47.9,email,none,mobile,5,158.39
17.6,8,4,0.141,49.7,organic,silver,tablet,3,113.07
11.49,7,6,0.11,55.4,organic,none,desktop,8,129.07
7.87,10,4,0.184,68.7,organic,none,desktop,4,133.25
12.67,10,5,0.1,30.7,social,none,desktop,3,123.87
6.94,7,3,0.024,63.5,organic,none,mobile,2,113.84
7.91,9,6,0.146,43.6,organic,none,mobile,3,134.57
3.56,10,2,0.114,51.2,ads,silver,mobile,5,126.99
13.96,2,7,0.122,80.1,ads,gold,desktop,5,165.82
5.95,17,4,0.132,35.5,organic,gold,desktop,1,133.72
14.02,7,6,0.105,29.3,email,silver,mobile,2,132.13
10.79,13,4,0.052,100.0,email,none,desktop,6,177.28
5.39,9,3,0.094,72.6,social,none,mobile,5,122.35
9.48,5,4,0.186,90.5,ads,none,mobile,6,135.9
12.99,10,4,0.076,64.9,ads,none,desktop,5,152.66
10.72,11,6,0.096,84.0,ads,none,desktop,5,137.32
10.62,5,4,0.098,32.3,email,silver,mobile,3,113.87
16.0,8,8,0.094,37.0,social,none,mobile,5,138.44
11.07,12,2,0.068,70.2,email,silver,mobile,4,135.85
6.65,11,3,0.0,51.9,organic,silver,mobile,7,144.92
5.04,10,4,0.061,74.2,organic,none,mobile,5,138.52
9.86,6,4,0.148,86.1,organic,none,mobile,6,137.96
19.54,12,2,0.156,73.6,social,gold,tablet,4,182.68
9.93,10,9,0.09,67.5,social,silver,mobile,4,157.22
9.67,12,9,0.121,60.4,organic,none,mobile,4,143.79
5.39,12,2,0.106,94.2,ads,none,mobile,4,143.7
1.35,8,8,0.11,8.0,ads,gold,mobile,2,119.28
8.53,11,4,0.057,64.9,ads,silver,mobile,4,133.01
5.93,8,6,0.018,46.9,ads,none,desktop,2,89.23
8.65,9,3,0.039,62.2,ads,gold,mobile,3,142.02
16.06,11,2,0.123,76.0,ads,gold,desktop,7,179.64
11.72,15,9,0.102,67.4,organic,silver,desktop,2,173.74
4.99,16,3,0.074,55.0,social,none,mobile,5,111.9
14.31,10,3,0.205,92.5,organic,gold,desktop,6,172.33
4.72,7,5,0.085,47.3,organic,silver,desktop,6,110.18
19.88,8,4,0.009,43.8,email,silver,mobile,4,133.86
10.79,7,7,0.067,75.6,email,silver,desktop,8,141.35
9.15,14,4,0.079,29.9,organic,none,desktop,6,134.67
16.95,6,4,0.116,52.6,email,none,tablet,5,128.01
15.6,12,5,0.098,42.9,email,silver,desktop,5,152.12
8.95,17,4,0.231,67.9,organic,silver,desktop,10,210.98
19.73,8,4,0.146,23.5,organic,silver,desktop,8,164.12
19.4,8,4,0.083,58.4,social,gold,tablet,3,161.65
15.07,13,5,0.058,61.8,email,silver,mobile,4,174.09
14.83,7,3,0.144,50.2,ads,none,desktop,5,129.84
21.5,8,4,0.0,56.1,social,gold,mobile,6,174.9
13.88,13,4,0.078,51.5,email,gold,desktop,4,161.51
10.17,15,4,0.145,47.8,social,gold,mobile,3,157.81
13.08,9,3,0.12,93.7,social,gold,mobile,3,165.64
6.12,10,8,0.172,84.5,ads,none,mobile,5,142.98
22.04,9,8,0.15,80.9,email,gold,tablet,6,198.36
11.53,13,2,0.077,44.2,email,gold,tablet,5,154.94
13.09,8,3,0.055,68.7,organic,none,mobile,4,131.79
18.14,12,6,0.047,81.1,social,none,mobile,7,155.79
13.03,9,3,0.121,82.3,ads,silver,desktop,4,127.28
6.25,10,5,0.029,64.5,ads,silver,desktop,5,121.11
13.19,13,4,0.144,29.2,email,silver,mobile,5,142.23
16.28,7,6,0.077,53.5,social,gold,desktop,2,142.25
3.85,8,2,0.082,61.2,ads,silver,mobile,7,123.93
15.42,9,4,0.083,11.5,ads,gold,desktop,6,149.53
15.42,10,9,0.124,68.9,ads,none,mobile,4,154.93
9.51,12,6,0.086,78.6,organic,silver,mobile,5,167.54
9.69,9,2,0.056,94.4,ads,silver,mobile,6,125.74
10.43,6,2,0.045,60.7,ads,gold,tablet,3,108.87
9.65,13,4,0.144,84.6,organic,none,desktop,6,166.36
15.08,13,4,0.053,100.0,ads,silver,mobile,4,170.43
8.74,7,5,0.089,39.1,organic,silver,mobile,8,156.58
10.72,8,5,0.129,83.4,email,gold,mobile,8,178.35
14.91,12,2,0.112,78.3,email,none,desktop,2,145.62
10.52,6,7,0.092,42.9,ads,silver,desktop,7,132.67
25.06,9,3,0.071,50.9,ads,silver,desktop,7,173.55
18.3,6,6,0.176,69.7,email,none,mobile,3,133.35
13.54,11,3,0.041,49.0,ads,gold,mobile,5,149.43
14.88,12,2,0.067,77.5,email,none,mobile,7,157.05
5.06,12,5,0.108,47.8,organic,none,mobile,4,117.25
4.21,9,6,0.063,89.3,ads,silver,mobile,4,154.35
7.74,9,6,0.048,39.7,organic,none,mobile,2,117.51
13.81,13,3,0.0,43.5,organic,none,mobile,6,135.8
1.0,8,4,0.012,65.2,social,gold,mobile,5,136.24
9.36,8,1,0.104,46.0,ads,gold,mobile,6,106.24
16.07,10,5,0.054,53.2,ads,none,mobile,4,137.34
11.7,15,4,0.161,71.6,organic,none,tablet,4,178.67
5.26,13,3,0.057,43.4,email,none,desktop,8,135.35
10.69,11,8,0.078,63.1,ads,none,mobile,7,159.88
14.69,8,4,0.042,32.1,social,none,desktop,1,115.25
12.61,11,1,0.004,54.7,ads,silver,mobile,2,108.73
15.26,5,7,0.048,60.1,organic,gold,mobile,3,142.46
11.84,14,4,0.158,70.8,ads,gold,mobile,7,172.2
14.55,8,4,0.011,34.4,ads,none,mobile,2,125.62
7.1,12,8,0.097,57.4,ads,silver,mobile,5,154.5
9.17,9,3,0.019,65.9,social,none,mobile,4,128.37
14.03,10,6,0.109,62.0,social,gold,desktop,6,171.84
6.33,7,6,0.048,66.8,social,none,mobile,4,122.01
18.15,5,5,0.063,30.0,ads,none,desktop,3,103.42
13.76,8,5,0.106,37.6,ads,none,desktop,4,124.37
12.72,9,2,0.1,61.7,organic,none,mobile,6,140.12
6.39,6,3,0.013,69.4,email,none,mobile,6,114.61
7.72,7,2,0.011,55.6,social,silver,mobile,8,116.17
12.77,6,4,0.145,62.5,social,gold,mobile,5,134.66
6.71,9,7,0.057,24.8,ads,none,desktop,8,118.59
20.56,10,7,0.139,44.7,ads,none,mobile,2,128.57
12.61,12,9,0.161,75.4,organic,silver,desktop,5,183.46
3.88,8,6,0.042,78.6,social,none,mobile,4,110.22
14.97,5,1,0.075,70.7,social,none,mobile,4,114.32
8.65,9,11,0.063,91.6,organic,silver,tablet,3,163.6
